MenuItemID,RestaurantID,ItemName,Description,Price,Category,Availability,ItemType,Ratings,CreatedDate,ModifiedDate
6806,547,Fish Fry,Delicious and authentic Fish Fry.,265,Appetizers,True,Non-Veg,3.3,2022-11-23 05:12:47,2025-03-24 03:50:28.000000
11405,916,Bruschetta,Delicious and authentic Bruschetta.,160,Italian & Continental,True,Veg,,2025-05-08 07:21:05,2025-05-08 07:21:05.414745
26527,2122,Hara Bhara Kebab,Delicious and authentic Hara Bhara Kebab.,251,Appetizers,True,Veg,4.3,2024-11-06 01:53:34,2024-11-20 17:35:41.000000
18277,1468,Cheese Balls,Delicious and authentic Cheese Balls.,223,Appetizers,True,Veg,4.0,2023-04-16 12:17:37,2024-10-23 05:32:59.000000
11234,902,Chowmein,Classic Chowmein with a twist.,305,Snacks & Street Food,True,Veg,,2025-04-26 23:32:12,2025-04-26 23:32:12.887905
9944,800,Cold Brew Coffee,Classic Cold Brew Coffee with a twist.,176,Beverages,True,Veg,4.0,2024-02-01 15:42:52,2024-05-24 17:58:04.000000
21529,1726,Gobi Manchurian,A must-try Gobi Manchurian from India.,408,Appetizers,True,Veg,4.0,2024-03-15 05:59:17,2024-06-05 19:41:08.000000
3223,261,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,96,Desserts,True,Veg,4.5,2024-06-19 00:07:02,2024-06-24 16:33:47.000000
2859,231,Rose Sharbat,Traditional Indian Rose Sharbat with rich flavors.,195,Beverages,True,Veg,3.5,2024-03-30 02:58:03,2025-04-08 15:49:30.000000
15507,1247,Chowmein,Traditional Indian Chowmein with rich flavors.,481,Snacks & Street Food,True,Veg,,2025-05-04 09:47:29,2025-05-04 09:47:29.011548
26261,2100,Dahi Puri,Traditional Indian Dahi Puri with rich flavors.,355,Appetizers,True,Veg,4.0,2021-10-10 13:59:29,2023-10-29 01:51:25.000000
15839,1274,Chilli Paneer,Classic Chilli Paneer with a twist.,244,Chinese & Indo-Chinese,True,Veg,4.7,2024-05-27 15:49:56,2024-06-21 17:50:38.000000
3411,276,Chhena Poda,Traditional Indian Chhena Poda with rich flavors.,380,Desserts,True,Veg,1.0,2025-02-14 22:49:22,2025-03-28 08:32:13.000000
20845,1672,Spaghetti Aglio e Olio,A popular Indian dish.,397,Italian & Continental,True,Veg,3.6,2023-01-08 04:46:46,2024-10-16 22:46:18.000000
15440,1241,Set Dosa,A must-try Set Dosa from India.,494,South Indian,True,Veg,,2024-10-31 01:03:02,2024-11-12 07:32:53.000000
6556,528,Ice Cream Sundae,Delicious and authentic Ice Cream Sundae.,98,Desserts,True,Veg,4.7,2023-08-11 03:15:49,2023-09-14 09:14:34.000000
10294,828,Badam Milk,A popular Indian dish.,153,Beverages,True,Veg,4.4,2024-07-03 22:58:35,2025-02-03 14:30:46.000000
26746,2139,Masala Dosa,A popular Indian dish.,144,South Indian,True,Veg,4.0,2023-12-25 05:23:52,2024-06-05 19:00:09.000000
10066,810,Aam Panna,Delicious and authentic Aam Panna.,461,Beverages,True,Veg,3.6,2024-08-11 10:27:11,2025-03-07 11:39:52.000000
28704,2296,Peda,Delicious and authentic Peda.,49,Desserts,True,Veg,4.0,2023-08-16 00:32:16,2024-01-15 13:52:42.000000
24433,1957,Tandoori Prawns,Traditional Indian Tandoori Prawns with rich flavors.,478,Appetizers,True,Non-Veg,,2025-05-05 15:54:25,2025-05-05 15:54:25.426307
32765,2621,Garlic Bread,Classic Garlic Bread with a twist.,185,Italian & Continental,True,Veg,4.0,2024-04-21 10:54:17,2025-02-23 19:32:05.000000
9660,778,Sandesh,Classic Sandesh with a twist.,59,Desserts,True,Veg,5.0,2025-05-01 06:59:23,2025-05-01 06:59:23.903389
3425,277,Triple Schezwan Rice,Delicious and authentic Triple Schezwan Rice.,473,Chinese & Indo-Chinese,True,Veg,4.0,2024-01-02 23:49:17,2024-02-05 06:25:50.000000
30977,2479,Mysore Pak,A must-try Mysore Pak from India.,202,Desserts,True,Veg,5.0,2024-01-13 13:05:45,2024-05-21 13:51:44.000000
33557,2685,Hot & Sour Soup,Traditional Indian Hot & Sour Soup with rich flavors.,241,Chinese & Indo-Chinese,True,Veg,2.6,2023-07-10 22:51:25,2025-01-31 04:35:33.000000
18397,1477,Chettinad Chicken Curry,Delicious and authentic Chettinad Chicken Curry.,449,South Indian,True,Non-Veg,4.1,2022-11-19 10:23:54,2023-10-20 13:56:02.000000
8753,706,Cheese Balls,Delicious and authentic Cheese Balls.,217,Appetizers,True,Veg,4.7,2024-11-25 22:25:52,2025-03-28 05:26:35.000000
6602,532,Set Dosa,Classic Set Dosa with a twist.,201,South Indian,True,Veg,5.0,2024-06-09 08:53:26,2024-08-27 22:34:53.000000
26391,2110,Sugarcane Juice,A must-try Sugarcane Juice from India.,504,Beverages,True,Veg,3.2,2021-10-05 12:01:24,2022-04-20 04:34:58.000000
28352,2267,Manchow Soup,Traditional Indian Manchow Soup with rich flavors.,123,Chinese & Indo-Chinese,True,Veg,4.0,2025-04-21 13:52:19,2025-04-23 09:56:18.000000
31924,2556,Bhel Puri,Delicious and authentic Bhel Puri.,213,Snacks & Street Food,True,Veg,3.0,2024-07-29 23:35:35,2025-01-23 07:08:08.000000
17178,1382,Peda,Delicious and authentic Peda.,126,Desserts,True,Veg,3.7,2024-09-10 12:41:35,2024-10-28 07:02:46.000000
11752,944,Vegetable Korma,Traditional Indian Vegetable Korma with rich flavors.,425,Main Course,True,Veg,,2025-05-31 04:37:16,2025-05-31 04:37:16.288456
27969,2236,Crispy Honey Chilli Potatoes,Traditional Indian Crispy Honey Chilli Potatoes with rich flavors.,247,Chinese & Indo-Chinese,True,Veg,,2025-04-09 20:43:28,2025-04-18 23:36:42.000000
30639,2453,Spring Rolls,Traditional Indian Spring Rolls with rich flavors.,320,Chinese & Indo-Chinese,True,Veg,,2025-05-20 18:00:09,2025-05-20 18:00:09.547491
33204,2657,Stuffed Bell Peppers,Traditional Indian Stuffed Bell Peppers with rich flavors.,520,Italian & Continental,True,Veg,4.7,2022-01-06 01:19:24,2022-01-18 18:27:29.000000
5358,434,Aam Panna,Delicious and authentic Aam Panna.,142,Beverages,True,Veg,4.7,2024-05-25 04:49:02,2024-10-01 05:29:00.000000
28089,2245,Seekh Kebab,A must-try Seekh Kebab from India.,78,Appetizers,True,Non-Veg,3.0,2025-04-29 03:17:07,2025-04-29 03:17:07.181454
5844,472,Appam with Stew,Traditional Indian Appam with Stew with rich flavors.,94,South Indian,True,Veg,3.9,2023-03-20 07:22:41,2024-11-05 16:49:34.000000
29854,2388,Paneer Lababdar,A must-try Paneer Lababdar from India.,514,Main Course,True,Veg,3.5,2023-09-29 03:58:55,2024-11-12 10:30:33.000000
24532,1966,Virgin Mojito,Delicious and authentic Virgin Mojito.,398,Beverages,True,Veg,4.0,2025-02-22 19:26:17,2025-03-26 11:37:59.000000
27527,2201,Manchow Soup,Classic Manchow Soup with a twist.,55,Chinese & Indo-Chinese,True,Veg,3.7,2024-10-29 17:29:05,2024-11-10 08:17:05.000000
18666,1500,Mirchi Bajji,A popular Indian dish.,470,Snacks & Street Food,True,Veg,3.5,2022-12-02 20:25:26,2023-07-19 13:10:36.000000
24192,1938,Dahi Puri,A must-try Dahi Puri from India.,494,Appetizers,True,Veg,4.1,2022-02-04 03:23:25,2024-03-26 12:42:03.000000
25027,2004,Set Dosa,Traditional Indian Set Dosa with rich flavors.,507,South Indian,True,Veg,,2025-03-20 06:22:49,2025-04-11 23:14:40.000000
22480,1800,Frankie,A popular Indian dish.,221,Snacks & Street Food,True,Veg,,2024-04-11 18:36:56,2024-11-19 11:52:11.000000
20718,1663,Manchow Soup,A must-try Manchow Soup from India.,59,Chinese & Indo-Chinese,True,Veg,4.7,2023-10-04 13:18:46,2024-09-13 09:34:57.000000
7184,577,Penne Arrabbiata,Delicious and authentic Penne Arrabbiata.,271,Italian & Continental,True,Veg,4.2,2024-09-13 00:04:30,2024-10-12 05:00:29.000000
31334,2508,Sarson Ka Saag & Makki Roti,Traditional Indian Sarson Ka Saag & Makki Roti with rich flavors.,242,Main Course,True,Veg,4.0,2023-06-01 01:35:27,2024-11-20 06:43:53.000000
25508,2042,Samosa,Delicious and authentic Samosa.,523,Appetizers,True,Veg,2.0,2021-08-11 16:51:04,2021-12-06 10:39:05.000000
6833,549,Mushroom Masala,A popular Indian dish.,556,Main Course,True,Veg,,2025-04-06 16:46:11,2025-04-13 17:26:43.000000
4842,391,Momos,Delicious and authentic Momos.,149,Chinese & Indo-Chinese,True,Veg,,2025-06-18 01:25:51,2025-06-18 01:25:51.427377
19158,1540,Buttermilk,Classic Buttermilk with a twist.,330,Beverages,True,Veg,,2025-04-14 13:06:59,2025-04-18 00:21:03.000000
9347,753,Cold Coffee,A popular Indian dish.,101,Beverages,True,Veg,,2024-06-08 08:18:24,2025-04-22 05:18:11.000000
32479,2599,Mirchi Bajji,A must-try Mirchi Bajji from India.,393,Snacks & Street Food,True,Veg,4.3,2024-08-22 18:42:57,2025-01-06 17:31:54.000000
27674,2213,Hyderabadi Biryani,A popular Indian dish.,421,Main Course,True,Non-Veg,4.1,2025-04-05 09:43:33,2025-04-16 01:36:35.000000
17701,1421,Penne Arrabbiata,Traditional Indian Penne Arrabbiata with rich flavors.,130,Italian & Continental,True,Veg,,2024-11-04 14:16:33,2024-12-09 01:57:59.000000
30915,2474,Lasagna,A must-try Lasagna from India.,515,Italian & Continental,True,Veg,3.7,2022-02-05 01:29:03,2022-02-09 05:41:51.000000
32204,2578,Dahi Puri,Classic Dahi Puri with a twist.,93,Appetizers,True,Veg,,2024-01-02 16:41:29,2025-01-26 15:11:47.000000
16010,1287,Medu Vada,Classic Medu Vada with a twist.,180,South Indian,True,Veg,,2025-02-11 14:58:10,2025-04-13 07:42:05.000000
16680,1341,Sindhi Kadhi,Traditional Indian Sindhi Kadhi with rich flavors.,191,Main Course,True,Veg,4.0,2024-07-07 05:58:58,2025-01-30 13:51:44.000000
33239,2659,Schezwan Noodles,Classic Schezwan Noodles with a twist.,290,Chinese & Indo-Chinese,True,Veg,3.6,2023-05-09 17:55:21,2024-07-04 02:39:11.000000
34320,2748,Kosha Mangsho,Delicious and authentic Kosha Mangsho.,125,Main Course,True,Veg,4.0,2025-04-21 20:09:36,2025-04-22 18:46:06.000000
30633,2452,Appam with Stew,A popular Indian dish.,85,South Indian,True,Veg,3.6,2024-01-23 20:38:38,2025-02-22 07:56:20.000000
12326,989,Fried Rice,Classic Fried Rice with a twist.,336,Chinese & Indo-Chinese,True,Veg,2.0,2023-03-16 12:31:05,2024-02-26 21:08:10.000000
17936,1440,Fruit Juice,A popular Indian dish.,509,Beverages,True,Veg,4.2,2023-10-21 15:24:47,2024-08-13 01:07:01.000000
299,25,Lassi,Delicious and authentic Lassi.,66,Beverages,True,Veg,4.5,2024-10-12 18:49:45,2024-11-10 17:18:10.000000
20214,1623,Chilli Paneer,A popular Indian dish.,389,Chinese & Indo-Chinese,True,Veg,3.9,2024-09-25 10:21:54,2025-01-17 15:21:01.000000
9437,761,Sandesh,A must-try Sandesh from India.,149,Desserts,True,Veg,,2025-04-21 08:54:22,2025-04-21 17:52:04.000000
19217,1545,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,284,Desserts,True,Veg,,2025-05-27 11:02:54,2025-05-27 11:02:54.199091
26210,2097,Fruit Juice,A must-try Fruit Juice from India.,247,Beverages,True,Veg,4.0,2023-09-17 13:08:30,2024-06-04 22:23:48.000000
252,21,Bhel Puri,Traditional Indian Bhel Puri with rich flavors.,316,Snacks & Street Food,True,Veg,,2025-05-05 19:30:32,2025-05-05 19:30:32.499145
14107,1134,Chicken Tikka,Delicious and authentic Chicken Tikka.,448,Appetizers,True,Non-Veg,3.7,2025-03-01 19:34:04,2025-03-14 01:36:29.000000
25593,2049,Sarson Ka Saag & Makki Roti,Delicious and authentic Sarson Ka Saag & Makki Roti.,417,Main Course,True,Veg,4.1,2022-10-16 06:58:23,2022-12-02 23:25:16.000000
25128,2012,Ras Malai,A popular Indian dish.,86,Desserts,True,Veg,4.5,2025-03-01 11:18:02,2025-03-27 17:54:59.000000
13766,1106,Chicken 65,A must-try Chicken 65 from India.,149,Chinese & Indo-Chinese,True,Non-Veg,4.0,2025-05-09 13:31:49,2025-05-09 13:31:49.895279
6084,491,Paneer Chilli Dry,A popular Indian dish.,111,Chinese & Indo-Chinese,True,Veg,3.4,2023-08-14 18:24:24,2024-12-21 07:56:59.000000
34783,2785,Corn on the Cob,A must-try Corn on the Cob from India.,268,Snacks & Street Food,True,Veg,,2025-04-23 01:52:28,2025-04-23 14:34:56.000000
18175,1459,Corn on the Cob,A popular Indian dish.,332,Snacks & Street Food,True,Veg,4.0,2025-02-09 20:36:10,2025-02-20 05:07:32.000000
17123,1377,Sambar Rice,Delicious and authentic Sambar Rice.,388,South Indian,True,Veg,4.3,2024-11-02 14:23:04,2024-11-16 23:19:51.000000
28910,2311,Chilli Paneer,Classic Chilli Paneer with a twist.,128,Appetizers,True,Veg,4.3,2023-01-09 20:12:16,2023-12-24 20:09:21.000000
34731,2781,Egg Roll,Delicious and authentic Egg Roll.,125,Snacks & Street Food,True,Non-Veg,4.5,2025-05-13 18:34:18,2025-05-13 18:34:18.199188
29355,2347,Rose Sharbat,A must-try Rose Sharbat from India.,83,Beverages,True,Veg,4.0,2022-09-20 20:27:08,2023-10-08 01:05:50.000000
28781,2302,Lasagna,A must-try Lasagna from India.,129,Italian & Continental,True,Veg,3.8,2023-07-16 07:33:35,2024-04-16 11:25:44.000000
31413,2515,Rogan Josh,Classic Rogan Josh with a twist.,151,Main Course,True,Non-Veg,2.8,2022-11-07 13:56:20,2024-05-13 18:30:44.000000
7450,600,Seekh Kebab,Classic Seekh Kebab with a twist.,353,Appetizers,True,Non-Veg,5.0,2025-02-17 07:01:18,2025-02-24 23:05:53.000000
25218,2019,Lasagna,Delicious and authentic Lasagna.,560,Italian & Continental,True,Veg,2.0,2025-03-30 17:46:04,2025-04-19 02:51:13.000000
28279,2261,Apple Pie,A popular Indian dish.,53,Desserts,True,Veg,3.2,2025-03-24 15:38:42,2025-04-02 05:57:18.000000
282,23,Nimbu Pani,Delicious and authentic Nimbu Pani.,427,Beverages,True,Veg,3.8,2024-04-06 08:44:45,2024-05-22 09:23:12.000000
1056,87,Stuffed Mushrooms,A popular Indian dish.,486,Appetizers,True,Veg,3.9,2024-05-09 05:38:12,2025-04-12 22:14:27.000000
28084,2245,Chicken Wings,Delicious and authentic Chicken Wings.,278,Appetizers,True,Non-Veg,,2025-06-02 15:34:52,2025-06-02 15:34:52.635353
21619,1733,Mutton Handi,Traditional Indian Mutton Handi with rich flavors.,70,Main Course,True,Non-Veg,4.5,2024-06-24 14:17:25,2024-12-29 10:43:02.000000
19827,1592,Appam with Stew,Traditional Indian Appam with Stew with rich flavors.,539,South Indian,True,Veg,,2025-05-06 07:58:58,2025-05-06 07:58:58.234652
22335,1789,Sandesh,Classic Sandesh with a twist.,131,Desserts,True,Veg,3.5,2023-05-10 01:14:49,2024-10-19 07:43:34.000000
12777,1025,Aam Panna,A must-try Aam Panna from India.,299,Beverages,True,Veg,3.8,2023-11-28 15:33:17,2024-08-10 02:26:13.000000
3512,284,Egg Curry,Traditional Indian Egg Curry with rich flavors.,421,Main Course,True,Non-Veg,,2025-01-11 02:50:21,2025-01-25 04:53:09.000000
26272,2101,Chicken 65,A popular Indian dish.,464,Chinese & Indo-Chinese,True,Non-Veg,2.3,2022-08-25 02:23:17,2024-11-21 21:42:00.000000
17349,1395,Idli,Delicious and authentic Idli.,155,South Indian,True,Veg,4.0,2024-08-14 07:44:22,2024-11-26 08:04:20.000000
23952,1919,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,514,Desserts,True,Veg,5.0,2022-03-16 18:50:17,2022-05-22 13:10:52.000000
5670,458,Rasam Rice,A must-try Rasam Rice from India.,490,South Indian,True,Veg,4.0,2024-07-20 18:17:41,2025-02-28 23:19:52.000000
22011,1764,Pongal,Classic Pongal with a twist.,251,South Indian,True,Veg,3.6,2024-08-27 02:42:59,2024-12-05 14:37:35.000000
31673,2535,Fruit Custard,A must-try Fruit Custard from India.,445,Desserts,True,Veg,5.0,2024-11-06 07:53:56,2025-03-02 13:49:30.000000
1488,120,Aloo Tikki,Classic Aloo Tikki with a twist.,457,Appetizers,True,Veg,,2025-05-14 23:48:48,2025-05-14 23:48:48.015704
10871,873,Paneer Chilli Dry,Delicious and authentic Paneer Chilli Dry.,489,Chinese & Indo-Chinese,True,Veg,,2025-05-03 21:21:45,2025-05-03 21:21:45.559021
12637,1015,Spring Rolls,A must-try Spring Rolls from India.,357,Chinese & Indo-Chinese,True,Veg,4.0,2024-03-16 04:12:28,2024-06-12 10:05:50.000000
9895,796,Vegetable Korma,A popular Indian dish.,508,Main Course,True,Veg,1.0,2024-12-16 09:43:23,2025-04-18 17:15:26.000000
2951,238,Chicken 65,Delicious and authentic Chicken 65.,385,Chinese & Indo-Chinese,True,Non-Veg,3.8,2023-09-25 02:48:30,2024-07-05 22:01:43.000000
24434,1957,Chicken Wings,Delicious and authentic Chicken Wings.,327,Appetizers,True,Non-Veg,,2025-04-10 20:07:21,2025-04-15 13:45:16.000000
6923,556,Aam Panna,Delicious and authentic Aam Panna.,530,Beverages,True,Veg,,2025-03-31 02:13:10,2025-04-17 12:55:35.000000
23109,1852,Frankie,A popular Indian dish.,313,Snacks & Street Food,True,Veg,4.5,2024-11-11 09:50:35,2024-12-04 07:03:30.000000
17796,1429,Kathi Roll,A must-try Kathi Roll from India.,385,Snacks & Street Food,True,Non-Veg,,2025-04-19 01:50:27,2025-04-21 21:47:25.000000
10331,831,Set Dosa,Classic Set Dosa with a twist.,183,South Indian,True,Veg,4.5,2024-11-26 15:37:07,2024-12-11 11:28:13.000000
28681,2294,Seekh Kebab,Traditional Indian Seekh Kebab with rich flavors.,305,Appetizers,True,Non-Veg,3.7,2020-07-12 04:34:28,2023-02-09 14:01:29.000000
1270,103,Seekh Kebab,Classic Seekh Kebab with a twist.,403,Appetizers,True,Non-Veg,2.3,2023-12-31 20:27:30,2024-08-23 16:17:48.000000
10800,868,Rava Dosa,A must-try Rava Dosa from India.,467,South Indian,True,Veg,2.5,2025-05-09 04:31:32,2025-05-09 04:31:32.308001
23650,1895,Onion Uttapam,Traditional Indian Onion Uttapam with rich flavors.,183,South Indian,True,Veg,3.5,2024-09-09 19:39:13,2024-12-24 09:49:12.000000
12638,1015,Misal Pav,A must-try Misal Pav from India.,516,Snacks & Street Food,True,Veg,3.5,2024-02-13 03:41:38,2024-08-25 06:09:25.000000
3077,248,Thandai,A must-try Thandai from India.,336,Beverages,True,Veg,3.2,2023-06-19 00:17:46,2024-01-18 07:54:33.000000
11063,888,Pongal,Traditional Indian Pongal with rich flavors.,493,South Indian,True,Veg,,2025-06-06 11:13:10,2025-06-06 11:13:10.774238
21634,1734,Shahi Tukda,A popular Indian dish.,152,Desserts,True,Veg,2.2,2024-01-19 22:43:45,2024-05-16 00:28:07.000000
28807,2303,Gobi Manchurian,Classic Gobi Manchurian with a twist.,435,Chinese & Indo-Chinese,True,Veg,2.7,2024-07-07 04:23:50,2025-01-20 08:56:23.000000
19686,1581,Chicken Rezala,Traditional Indian Chicken Rezala with rich flavors.,506,Main Course,True,Non-Veg,5.0,2025-03-28 03:10:14,2025-04-10 18:53:10.000000
7369,593,Sindhi Kadhi,Delicious and authentic Sindhi Kadhi.,277,Main Course,True,Veg,4.0,2024-03-09 06:22:49,2024-12-28 05:17:42.000000
14060,1131,Ice Cream Sundae,Delicious and authentic Ice Cream Sundae.,125,Desserts,True,Veg,2.0,2025-02-02 10:03:03,2025-03-17 21:15:09.000000
10268,826,Palak Paneer,A popular Indian dish.,513,Main Course,True,Veg,4.2,2023-07-21 18:25:36,2024-09-27 13:01:28.000000
28536,2282,Chicken Manchurian,A popular Indian dish.,130,Chinese & Indo-Chinese,True,Non-Veg,4.0,2025-01-19 18:36:00,2025-04-05 02:12:21.000000
553,46,Chocolate Brownie,A must-try Chocolate Brownie from India.,499,Desserts,True,Veg,4.0,2024-07-30 18:07:50,2024-12-15 13:34:39.000000
12844,1031,Dal Tadka,A popular Indian dish.,75,Main Course,True,Veg,3.3,2021-04-21 16:36:47,2024-01-24 21:36:42.000000
19857,1595,Masala Dosa,Delicious and authentic Masala Dosa.,300,South Indian,True,Veg,4.4,2023-05-31 02:38:25,2024-03-01 01:59:08.000000
630,52,Ice Cream Sundae,Delicious and authentic Ice Cream Sundae.,121,Desserts,True,Veg,3.8,2025-02-14 22:15:31,2025-04-21 09:33:07.000000
24615,1972,Paneer Lababdar,A popular Indian dish.,156,Main Course,True,Veg,,2025-03-28 22:14:09,2025-04-01 18:29:12.000000
5683,459,Kaju Katli,A must-try Kaju Katli from India.,166,Desserts,True,Veg,1.0,2024-12-28 01:45:53,2025-04-01 10:01:41.000000
28117,2248,Misal Pav,Classic Misal Pav with a twist.,91,Snacks & Street Food,True,Veg,4.5,2025-02-01 23:44:32,2025-04-19 00:35:28.000000
32320,2587,Chhena Poda,A popular Indian dish.,158,Desserts,True,Veg,,2025-04-29 03:14:30,2025-04-29 03:14:30.210307
8980,724,Sambar Rice,Delicious and authentic Sambar Rice.,333,South Indian,True,Veg,3.2,2024-07-09 23:48:43,2024-08-01 18:27:42.000000
13223,1062,Pav Bhaji,A popular Indian dish.,243,Snacks & Street Food,True,Veg,3.7,2021-11-18 19:02:31,2023-08-06 04:19:44.000000
30260,2421,Rose Sharbat,Delicious and authentic Rose Sharbat.,62,Beverages,True,Veg,,2025-06-05 21:20:12,2025-06-05 21:20:12.165981
6384,514,Samosa,Delicious and authentic Samosa.,106,Appetizers,True,Veg,,2025-02-24 07:04:52,2025-03-07 16:12:44.000000
23375,1873,Apple Pie,Delicious and authentic Apple Pie.,497,Desserts,True,Veg,4.0,2025-02-11 17:12:55,2025-03-20 20:59:17.000000
1043,86,Chilli Chicken,Classic Chilli Chicken with a twist.,137,Chinese & Indo-Chinese,True,Non-Veg,,2025-05-12 17:52:29,2025-05-12 17:52:29.996388
6535,526,Crispy Honey Chilli Potatoes,Delicious and authentic Crispy Honey Chilli Potatoes.,387,Chinese & Indo-Chinese,True,Veg,4.3,2023-07-02 17:29:41,2024-02-22 20:59:06.000000
6057,489,Grilled Chicken Steak,Classic Grilled Chicken Steak with a twist.,345,Italian & Continental,True,Non-Veg,,2024-04-04 15:51:42,2024-10-30 19:45:04.000000
14589,1173,Tandoori Prawns,A must-try Tandoori Prawns from India.,312,Appetizers,True,Non-Veg,5.0,2024-12-03 17:19:16,2025-02-05 07:36:20.000000
9404,758,Egg Roll,Classic Egg Roll with a twist.,410,Snacks & Street Food,True,Non-Veg,,2024-12-01 03:46:49,2025-03-08 07:46:40.000000
9461,763,Tandoori Broccoli,A must-try Tandoori Broccoli from India.,323,Appetizers,True,Veg,4.0,2024-06-04 10:02:08,2024-07-23 15:46:29.000000
22636,1813,Stuffed Mushrooms,A must-try Stuffed Mushrooms from India.,129,Appetizers,True,Veg,4.0,2023-06-27 09:36:41,2024-11-13 17:31:03.000000
3049,246,Hot & Sour Soup,Classic Hot & Sour Soup with a twist.,378,Chinese & Indo-Chinese,True,Veg,3.8,2023-12-28 23:33:30,2025-01-11 09:10:02.000000
28028,2241,Tandoori Prawns,Delicious and authentic Tandoori Prawns.,73,Appetizers,True,Non-Veg,5.0,2025-04-25 15:00:12,2025-04-25 15:00:12.917737
6454,520,Peda,Traditional Indian Peda with rich flavors.,131,Desserts,True,Veg,2.4,2022-12-11 06:07:18,2024-03-17 15:06:07.000000
30467,2439,Modak,Classic Modak with a twist.,67,Desserts,True,Veg,4.7,2024-01-11 16:48:08,2024-02-01 18:31:39.000000
28978,2317,Sweet Corn Soup,Traditional Indian Sweet Corn Soup with rich flavors.,57,Chinese & Indo-Chinese,True,Veg,3.7,2023-10-25 06:13:30,2023-11-30 00:39:34.000000
6036,487,Masala Chai,Traditional Indian Masala Chai with rich flavors.,117,Beverages,True,Veg,5.0,2024-08-11 23:16:51,2024-10-20 16:07:56.000000
34431,2757,Burritos,Delicious and authentic Burritos.,319,Italian & Continental,True,Veg,4.0,2025-03-13 06:57:02,2025-04-08 19:28:29.000000
18173,1459,Cold Coffee,A popular Indian dish.,433,Beverages,True,Veg,4.5,2025-01-18 12:58:43,2025-03-11 14:34:48.000000
832,68,Garlic Bread,Delicious and authentic Garlic Bread.,446,Italian & Continental,True,Veg,3.8,2023-10-19 16:30:27,2024-05-02 13:33:37.000000
28814,2304,Penne Arrabbiata,A popular Indian dish.,256,Italian & Continental,True,Veg,4.4,2023-06-28 14:30:18,2023-10-04 02:23:38.000000
16923,1361,Stuffed Mushrooms,A popular Indian dish.,352,Appetizers,True,Veg,2.8,2024-11-14 10:55:37,2024-12-17 06:10:27.000000
33511,2681,Chhena Poda,Delicious and authentic Chhena Poda.,241,Desserts,True,Veg,3.7,2024-01-27 00:52:57,2024-07-30 07:56:41.000000
31296,2505,Caesar Salad,A must-try Caesar Salad from India.,239,Italian & Continental,True,Veg,3.8,2022-10-28 16:27:19,2025-03-25 23:14:41.000000
25752,2061,Sindhi Kadhi,A must-try Sindhi Kadhi from India.,75,Main Course,True,Veg,3.7,2022-02-19 13:41:12,2025-03-17 08:19:25.000000
18659,1499,Bruschetta,Delicious and authentic Bruschetta.,260,Italian & Continental,True,Veg,3.7,2022-02-05 10:01:39,2025-01-25 13:01:06.000000
28551,2283,Tandoori Broccoli,A popular Indian dish.,389,Appetizers,True,Veg,3.9,2020-06-12 13:16:40,2023-06-02 00:56:04.000000
6371,513,Plain Dosa,A must-try Plain Dosa from India.,416,South Indian,True,Veg,4.0,2024-01-27 18:56:24,2024-10-24 00:19:15.000000
28999,2319,Tacos,A popular Indian dish.,170,Italian & Continental,True,Veg,4.0,2023-09-14 09:13:20,2025-04-21 02:26:01.000000
1218,100,Tacos,A must-try Tacos from India.,237,Italian & Continental,True,Veg,,2025-05-08 18:24:36,2025-05-08 18:24:36.085258
3858,312,Butter Chicken,Classic Butter Chicken with a twist.,322,Main Course,True,Non-Veg,2.3,2023-05-06 06:17:58,2023-11-27 10:40:55.000000
12035,967,Tandoori Prawns,A must-try Tandoori Prawns from India.,392,Appetizers,True,Non-Veg,3.2,2023-06-30 08:04:34,2023-07-16 05:35:58.000000
9111,735,Chettinad Chicken Curry,Classic Chettinad Chicken Curry with a twist.,131,South Indian,True,Non-Veg,3.0,2024-09-27 01:22:38,2024-12-24 23:26:09.000000
23378,1873,Pakora,A must-try Pakora from India.,185,Snacks & Street Food,True,Veg,3.4,2025-03-01 14:10:49,2025-04-14 22:05:33.000000
20087,1613,Schezwan Noodles,A must-try Schezwan Noodles from India.,87,Chinese & Indo-Chinese,True,Veg,3.8,2024-10-14 07:44:02,2024-11-14 08:51:38.000000
9439,761,Aam Panna,A popular Indian dish.,448,Beverages,True,Veg,2.0,2025-05-10 16:22:53,2025-05-10 16:22:53.460540
21637,1735,Modak,A must-try Modak from India.,83,Desserts,True,Veg,3.0,2024-06-07 19:40:04,2025-01-05 12:02:18.000000
16521,1328,Egg Roll,Classic Egg Roll with a twist.,372,Snacks & Street Food,True,Non-Veg,,2024-09-23 11:41:32,2025-01-05 10:25:16.000000
7223,580,Chicken Manchurian,A must-try Chicken Manchurian from India.,262,Chinese & Indo-Chinese,True,Non-Veg,3.0,2025-02-16 18:54:04,2025-04-03 22:08:01.000000
18517,1487,Sambar Rice,A must-try Sambar Rice from India.,72,South Indian,True,Veg,4.0,2020-11-22 04:33:22,2022-07-17 10:10:31.000000
33796,2705,Bhel Puri,A popular Indian dish.,271,Snacks & Street Food,True,Veg,4.1,2022-07-02 05:08:50,2024-06-05 15:27:25.000000
