RestaurantID,Name,CuisineType,Pricing_for_2,Restaurant_Phone,OperatingHours,LocationID,ActiveFlag,OpenStatus,Locality,Restaurant_Address,Latitude,Longitude,CreatedDate,ModifiedDate
244,Golden Table,"North Indian, Burger",1284,9875448533,9:00 AM - 21:00 PM,8,Yes,Open,Chadha Path,"Second Floor, Chadha Path, Ahmedabad - 639903",8.900563849990874,91.91563865709213,2022-06-29 21:10:50,2024-07-23 10:37:37
245,Diamond Grill,Italian,397,9663054538,8:00 AM - 18:00 PM,8,Yes,Open,Bhatt Path,"First Floor, Bhatt Path, Ahmedabad - 639903",26.497600598428512,75.90653950478413,2023-05-20 12:08:50,2023-06-09 07:13:27
246,Green Diner,"Chinese, Street Food",1031,9592845076,11:00 AM - 18:00 PM,8,No,Closed,Mall Nagar,"First Floor, Mall Nagar, Ahmedabad - 639903",17.159259497925753,92.34117234726702,2022-08-26 01:27:43,2023-06-14 03:11:55
247,Spice House,"South Indian, Chinese, Desserts",976,9504982743,11:00 AM - 20:00 PM,8,Yes,Open,Banerjee Ganj,"Ground Floor, Banerjee Ganj, Ahmedabad - 639903",26.993043806224655,88.76622903304548,2022-09-14 07:06:58,2023-01-27 15:24:35
248,Spice Bites,"Mughlai, Pizza",1957,9202393989,11:00 AM - 17:00 PM,8,No,Closed,Balay Street,"First Floor, Balay Street, Ahmedabad - 639903",14.573378031828778,93.48473722610484,2023-09-06 17:36:29,2024-07-27 02:52:34
249,Ruby Garden,"Japanese, South Indian",352,9834899763,9:00 AM - 21:00 PM,8,No,Closed,Srinivas Road," Srinivas Road, Ahmedabad - 639903",27.616789821987837,73.82057106693297,2023-10-05 18:28:46,2024-08-23 07:47:12
250,Pearl Eatery,Mexican,1402,9254824511,12:00 AM - 23:00 PM,8,Yes,Open,Goyal Chowk,"Third Floor, Goyal Chowk, Ahmedabad - 639903",35.52314825539719,77.24435519753362,2023-10-24 06:10:23,2023-12-06 10:12:50
251,Silver Cafe,"Desserts, Ice Cream, Mughlai",986,9911329267,12:00 AM - 18:00 PM,8,Yes,Open,Talwar Marg,"Ground Floor, Talwar Marg, Ahmedabad - 639903",23.023151267821575,96.5169309982977,2023-10-02 20:29:42,2024-01-26 12:24:26
252,Royal Bistro,"Thai, Chinese",897,9749794986,11:00 AM - 21:00 PM,8,Yes,Open,Mital Zila,"Third Floor, Mital Zila, Ahmedabad - 639903",36.69247939428541,78.01805327121774,2023-07-21 21:22:44,2024-01-28 04:25:50
253,Diamond Diner,"Cafe, Thai",928,9693819730,10:00 AM - 20:00 PM,8,Yes,Open,Sidhu Circle,"First Floor, Sidhu Circle, Ahmedabad - 639903",28.24708985617424,87.56218295954969,2023-12-15 15:52:09,2024-03-13 08:44:39
254,Spice Corner,"Lebanese, Thai, Chinese",368,9387732777,8:00 AM - 20:00 PM,8,Yes,Open,Khare Nagar,"First Floor, Khare Nagar, Ahmedabad - 639903",29.997934438116566,77.74116342885786,2024-01-23 21:20:36,2024-08-30 08:28:49
255,Spice Bistro,Lebanese,1110,9486458467,9:00 AM - 17:00 PM,8,Yes,Open,Hans Road,"First Floor, Hans Road, Ahmedabad - 639903",10.94907918476939,81.00446518111592,2022-07-10 19:40:16,2023-01-21 20:30:38
256,Golden Table,"Beverages, Italian, North Indian",383,9480012570,11:00 AM - 17:00 PM,8,Yes,Open,Dhingra Marg," Dhingra Marg, Ahmedabad - 639903",25.86287889559277,77.96248593784239,2022-04-10 15:49:19,2024-08-03 04:07:48
257,Blue Kitchen,"Beverages, Desserts",1795,9190945411,12:00 AM - 21:00 PM,8,No,Closed,Sawhney Road,"First Floor, Sawhney Road, Ahmedabad - 639903",25.101244577886554,73.5415924628509,2023-03-18 01:39:36,2023-05-02 21:04:55
258,Blue Restaurant,Japanese,816,9388199600,10:00 AM - 18:00 PM,8,Yes,Open,Aggarwal Path,"Ground Floor, Aggarwal Path, Ahmedabad - 639903",13.282456102166673,76.57871143424862,2023-10-24 05:07:48,2024-09-14 07:17:37
259,Urban Bites,Street Food,715,9364774064,12:00 AM - 22:00 PM,8,Yes,Open,Loke Road,"Third Floor, Loke Road, Ahmedabad - 639903",25.739146822741098,74.28290182033143,2023-02-05 03:36:03,2024-09-10 06:32:55
260,Taste Diner,Desserts,880,9765926290,10:00 AM - 23:00 PM,9,Yes,Open,Bera Marg,"Second Floor, Bera Marg, Jaipur - 698508",21.254509307252597,80.99409310804177,2022-12-13 22:13:44,2024-03-02 18:38:50
261,Pearl Junction,"Burger, Continental, Lebanese",856,9747693166,12:00 AM - 18:00 PM,9,Yes,Open,Suri,"Third Floor, Suri, Jaipur - 698508",17.57415181090689,96.23860548935636,2023-08-26 19:04:21,2024-04-25 04:24:03
262,Green Diner,"Cafe, Pizza, Thai",867,9503786306,9:00 AM - 23:00 PM,9,No,Closed,Doctor Circle,"Third Floor, Doctor Circle, Jaipur - 698508",19.058453691940937,95.31051720640012,2023-12-23 03:40:54,2024-05-15 14:00:23
263,Flavors Garden,"Mediterranean, Ice Cream, North Indian",1689,9595663087,12:00 AM - 18:00 PM,9,Yes,Open,Gole Road,"Third Floor, Gole Road, Jaipur - 698508",31.692417214116986,92.43309563868081,2023-05-01 13:06:37,2025-01-28 15:44:56
264,Spice Junction,"Cafe, Continental",1497,9425164079,8:00 AM - 19:00 PM,9,Yes,Open,Nanda Nagar,"First Floor, Nanda Nagar, Jaipur - 698508",29.284902625943246,91.22814158993279,2022-03-17 21:01:11,2024-12-08 01:44:00
265,Spice Bites,"Cafe, Pizza, Desserts",1294,9643971182,12:00 AM - 20:00 PM,9,Yes,Open,Mittal," Mittal, Jaipur - 698508",9.473542790778358,96.34862056310897,2022-04-23 14:59:12,2023-01-14 13:18:38
266,Emerald Hub,"Burger, Chinese, Italian",1774,9366535973,12:00 AM - 22:00 PM,9,Yes,Open,Iyer,"Second Floor, Iyer, Jaipur - 698508",13.257084003779259,86.19195411104464,2023-08-15 20:18:50,2023-11-13 10:24:07
267,Silver House,"Desserts, Mughlai, Beverages",416,9111325589,7:00 AM - 19:00 PM,9,Yes,Open,Sathe Nagar,"First Floor, Sathe Nagar, Jaipur - 698508",23.311746223331305,83.51167624354893,2022-08-01 10:33:23,2024-11-10 07:17:07
268,Silver Palace,"Thai, Fast Food, Street Food",1001,9597210335,12:00 AM - 21:00 PM,9,Yes,Open,Dara Ganj," Dara Ganj, Jaipur - 698508",12.801752028413471,97.18441281058836,2022-12-12 18:13:29,2024-02-14 03:52:32
269,Red Bistro,"Beverages, Chinese",437,9992620629,12:00 AM - 18:00 PM,9,Yes,Open,Dugar Path,"Second Floor, Dugar Path, Jaipur - 698508",17.50719804180821,81.6997467356988,2022-12-25 03:56:58,2024-01-11 04:06:48
270,Flavors Table,"Street Food, Cafe",399,9570477095,12:00 AM - 22:00 PM,9,Yes,Open,Aurora Nagar,"Third Floor, Aurora Nagar, Jaipur - 698508",17.712156647156853,77.2725395748444,2022-07-07 20:58:19,2024-09-06 13:43:56
271,Crystal Palace,North Indian,1939,9468377143,12:00 AM - 17:00 PM,9,Yes,Open,Ben Street,"First Floor, Ben Street, Jaipur - 698508",35.553735437466905,89.8409747880974,2023-04-27 16:51:48,2023-11-27 01:53:35
272,Golden Restaurant,"Mediterranean, Mughlai, Ice Cream",1073,9596126873,8:00 AM - 23:00 PM,9,Yes,Open,Prabhakar Chowk,"Third Floor, Prabhakar Chowk, Jaipur - 698508",26.789001311257422,74.02134671684856,2024-02-08 19:54:37,2024-10-07 13:25:12
273,Diamond Grill,"North Indian, Mexican",1120,9735873300,10:00 AM - 20:00 PM,9,Yes,Open,Saini Road,"Ground Floor, Saini Road, Jaipur - 698508",28.978279986024248,74.57514688593704,2022-03-20 02:07:38,2024-09-24 21:08:13
274,Crystal Palace,Pizza,408,9958459117,11:00 AM - 18:00 PM,9,No,Closed,Badami Zila,"Second Floor, Badami Zila, Jaipur - 698508",17.9187594186855,81.7630645539866,2022-12-11 11:38:03,2025-02-14 13:01:12
275,Urban House,"Bakery, Mughlai",1422,9517298229,11:00 AM - 20:00 PM,9,Yes,Open,Karan Nagar," Karan Nagar, Jaipur - 698508",11.735576541419324,78.74916959210883,2023-11-11 01:12:37,2024-02-24 16:16:14
276,Red Garden,Lebanese,1458,9733688460,7:00 AM - 22:00 PM,9,Yes,Open,Sekhon Chowk,"First Floor, Sekhon Chowk, Jaipur - 698508",17.545023750078382,75.51125133982747,2022-07-31 15:56:16,2022-10-28 14:27:43
277,Spice Restaurant,"Continental, Bakery",995,9549080818,11:00 AM - 18:00 PM,9,Yes,Open,Ravel Ganj," Ravel Ganj, Jaipur - 698508",19.604330914860462,74.00326811480846,2022-09-22 10:15:55,2023-12-14 17:24:26
278,Diamond Table,"Mediterranean, Ice Cream, Burger",1202,9410133983,8:00 AM - 18:00 PM,9,Yes,Open,Mody Circle,"Second Floor, Mody Circle, Jaipur - 698508",32.9859682527872,86.38415489443095,2022-12-05 18:19:52,2024-01-18 14:47:18
279,Pearl Eatery,Cafe,479,9309517616,10:00 AM - 21:00 PM,9,Yes,Open,Barman Ganj," Barman Ganj, Jaipur - 698508",27.469637009897234,80.38078564590282,2022-07-26 14:31:06,2024-11-25 20:54:11
280,Red Grill,"Fast Food, Cafe, Mediterranean",369,9707091264,7:00 AM - 23:00 PM,9,Yes,Open,Chaudhary Zila,"First Floor, Chaudhary Zila, Jaipur - 698508",16.929025359114235,76.5470508167094,2022-08-20 10:08:40,2024-01-10 14:15:55
281,Golden Diner,Fast Food,1358,9897272900,10:00 AM - 21:00 PM,9,Yes,Open,Bhat Marg," Bhat Marg, Jaipur - 698508",11.705761062527078,71.96059989629856,2023-10-08 06:03:54,2024-06-10 16:07:15
282,Crystal Table,"Ice Cream, South Indian",1756,9871999153,10:00 AM - 21:00 PM,9,Yes,Open,Chokshi Path,"First Floor, Chokshi Path, Jaipur - 698508",37.301451253999154,71.62398932995258,2022-04-06 16:25:00,2025-02-01 01:22:11
283,Diamond Corner,Lebanese,1991,9134607126,10:00 AM - 19:00 PM,10,Yes,Open,Ranganathan Marg,"Second Floor, Ranganathan Marg, Lucknow - 791453",33.57622906452771,71.18336482111697,2022-09-22 02:40:25,2023-12-28 18:28:14
284,Pearl Bistro,Mexican,1860,9892005907,11:00 AM - 22:00 PM,10,Yes,Open,Devi,"Second Floor, Devi, Lucknow - 791453",33.54262193109107,86.12297446478607,2022-06-06 21:17:54,2024-01-24 12:29:53
285,Blue Restaurant,"Continental, Mexican, Pizza",1849,9163734988,11:00 AM - 19:00 PM,10,Yes,Open,Vohra Path," Vohra Path, Lucknow - 791453",16.607682548673782,84.08184198966006,2022-07-23 13:47:54,2024-10-07 10:13:19
286,Green Palace,"Lebanese, Pizza",747,9652348887,12:00 AM - 23:00 PM,10,Yes,Open,Munshi Ganj,"Ground Floor, Munshi Ganj, Lucknow - 791453",12.359196067697868,90.11518759676426,2022-03-25 03:46:04,2023-11-15 12:38:47
287,Blue Hub,Japanese,1975,9804263267,8:00 AM - 22:00 PM,10,Yes,Open,Patel Chowk,"First Floor, Patel Chowk, Lucknow - 791453",15.690575464593682,89.01032293435827,2023-09-12 18:21:04,2024-07-11 02:41:24
288,Pearl Cafe,"Desserts, Cafe, Continental",1382,9779036456,9:00 AM - 22:00 PM,10,Yes,Open,Suri Chowk,"Third Floor, Suri Chowk, Lucknow - 791453",19.35503197310983,70.8559896036243,2022-06-24 09:00:02,2022-08-21 23:41:12
289,Crystal Hub,Desserts,1255,9905094179,9:00 AM - 22:00 PM,10,Yes,Open,Dayal Circle,"Second Floor, Dayal Circle, Lucknow - 791453",21.67711295297309,82.63366991649649,2022-06-26 15:05:57,2024-01-22 08:58:59
290,Silver Kitchen,"Chinese, Fast Food, Street Food",1941,9168000803,11:00 AM - 20:00 PM,10,Yes,Open,Iyengar Circle,"First Floor, Iyengar Circle, Lucknow - 791453",36.66935453821405,92.24940034000844,2023-11-28 00:22:55,2024-03-06 11:25:44
291,Red Diner,"Lebanese, Mughlai",1320,9720551525,8:00 AM - 21:00 PM,10,Yes,Open,Sami Street,"Third Floor, Sami Street, Lucknow - 791453",31.418466681519128,94.22811548700078,2022-03-21 01:34:49,2025-01-30 08:45:00
292,Crystal Kitchen,Italian,1482,9941695219,10:00 AM - 17:00 PM,10,Yes,Open,Mammen Chowk,"Ground Floor, Mammen Chowk, Lucknow - 791453",35.53943996014764,73.2104293525123,2022-05-01 15:38:57,2023-02-16 04:20:42
293,Red Kitchen,"Mexican, Continental",1531,9424125621,8:00 AM - 23:00 PM,10,Yes,Open,Dass Circle,"Second Floor, Dass Circle, Lucknow - 791453",11.125527548148993,78.9904301959918,2023-07-07 18:30:48,2024-08-05 05:01:57
294,Spice Eatery,"Mediterranean, South Indian, Desserts",1481,9428038048,12:00 AM - 22:00 PM,10,Yes,Open,Shenoy Chowk,"First Floor, Shenoy Chowk, Lucknow - 791453",20.933543470056122,71.3037367950423,2022-06-04 09:58:15,2024-04-15 02:53:03
295,Spice Kitchen,Cafe,359,9242485313,11:00 AM - 18:00 PM,10,Yes,Open,Setty Path," Setty Path, Lucknow - 791453",28.255495573550114,68.96514235422154,2022-07-10 00:43:00,2023-10-29 05:22:54
296,Emerald Eatery,Beverages,1621,9241921987,10:00 AM - 17:00 PM,10,Yes,Open,Bose Nagar,"First Floor, Bose Nagar, Lucknow - 791453",19.585641829732566,89.56329454936137,2022-12-10 02:23:44,2023-02-13 23:32:50
297,Spice Bistro,"Street Food, Lebanese",480,9510943598,8:00 AM - 22:00 PM,10,Yes,Open,Rattan Chowk,"First Floor, Rattan Chowk, Lucknow - 791453",10.397618939659308,84.781964173108,2022-03-12 21:32:12,2023-07-26 17:39:26
298,Silver House,Fast Food,919,9875705487,8:00 AM - 22:00 PM,10,Yes,Open,Rege Nagar,"First Floor, Rege Nagar, Lucknow - 791453",35.26090843991882,86.28897015975016,2022-09-02 14:50:24,2022-09-12 08:07:31
299,Red Junction,Chinese,405,9250337960,7:00 AM - 21:00 PM,10,Yes,Open,Lal Nagar,"Third Floor, Lal Nagar, Lucknow - 791453",18.664840699187387,80.95904857016414,2023-03-31 08:23:05,2024-01-11 02:19:00
300,Crystal Restaurant,Japanese,1520,9190461372,8:00 AM - 21:00 PM,10,Yes,Open,Yohannan Zila," Yohannan Zila, Lucknow - 791453",25.920229722994904,86.0467829740382,2023-12-05 00:06:09,2024-02-18 09:50:38
301,Crystal Palace,Lebanese,620,9655928892,11:00 AM - 21:00 PM,10,Yes,Open,Bali Ganj,"First Floor, Bali Ganj, Lucknow - 791453",30.23703431665249,77.13772556296101,2023-02-09 06:57:44,2023-03-21 17:28:37
302,Royal Corner,Cafe,990,9221057584,8:00 AM - 20:00 PM,10,Yes,Open,Parmar Chowk," Parmar Chowk, Lucknow - 791453",10.473550449505192,94.07308527688122,2022-05-14 00:24:22,2023-03-04 12:08:28
303,Royal Eatery,"Continental, Desserts",1962,9710293796,10:00 AM - 19:00 PM,10,Yes,Open,Bahl Zila," Bahl Zila, Lucknow - 791453",28.341907830870845,90.47582552691898,2024-01-16 12:56:39,2025-02-08 04:11:34
304,Crystal Bistro,Pizza,338,9114810579,9:00 AM - 18:00 PM,10,Yes,Open,Narula Road,"Ground Floor, Narula Road, Lucknow - 791453",35.33931523684927,95.7848139128404,2024-02-18 08:29:23,2024-04-13 21:36:53
305,Blue Table,"Bakery, Beverages",1067,9853563434,10:00 AM - 17:00 PM,10,Yes,Open,Dara Circle," Dara Circle, Lucknow - 791453",24.099536457572686,73.05902667061764,2022-08-17 03:47:08,2023-02-03 03:04:46
306,Spice Diner,Bakery,616,9967647911,8:00 AM - 21:00 PM,10,No,Closed,Soni Street,"Second Floor, Soni Street, Lucknow - 791453",19.809359886675814,86.80910076193548,2023-10-29 05:39:40,2025-02-12 21:01:53
307,Pearl House,"Chinese, Lebanese, Beverages",1694,9356234948,7:00 AM - 18:00 PM,10,Yes,Open,Bhatti Ganj,"Ground Floor, Bhatti Ganj, Lucknow - 791453",35.399130426994866,72.01141690309171,2023-05-27 11:23:05,2023-12-13 14:01:47
308,Silver Garden,Lebanese,1564,9896387342,12:00 AM - 22:00 PM,10,Yes,Open,Tata Path,"First Floor, Tata Path, Lucknow - 791453",11.887735801710313,88.9105623332217,2022-05-20 14:29:46,2022-05-24 15:17:33
309,Emerald Kitchen,Cafe,910,9661572729,11:00 AM - 23:00 PM,10,Yes,Open,Nayak Road,"Second Floor, Nayak Road, Lucknow - 791453",13.275318262417521,72.32386884358611,2023-05-03 14:19:46,2024-09-15 20:56:08
310,Crystal Junction,"Italian, North Indian",886,9966625455,10:00 AM - 19:00 PM,10,Yes,Open,Sehgal Chowk," Sehgal Chowk, Lucknow - 791453",10.265062082395923,89.03682873612415,2023-02-02 05:37:02,2024-09-12 00:00:05
311,Silver House,Cafe,1132,9648447868,9:00 AM - 17:00 PM,10,Yes,Open,Doctor Ganj,"Third Floor, Doctor Ganj, Lucknow - 791453",33.49330565447416,73.46446376031254,2023-02-27 07:23:12,2024-02-22 04:38:34
312,Taste Diner,Pizza,1580,9876077372,7:00 AM - 18:00 PM,10,Yes,Open,Barad Zila," Barad Zila, Lucknow - 791453",8.475000376149316,93.21557121043361,2022-11-27 14:19:10,2023-01-08 04:25:05
313,Royal Cafe,Cafe,945,9511221078,8:00 AM - 18:00 PM,10,Yes,Open,Ramaswamy Road,"Ground Floor, Ramaswamy Road, Lucknow - 791453",24.543651824079248,94.79320596482823,2022-07-07 04:42:37,2024-08-05 14:35:45
314,Emerald House,"Thai, Mughlai",708,9546952114,12:00 AM - 19:00 PM,10,No,Closed,Hari Path,"Second Floor, Hari Path, Lucknow - 791453",32.51911227013396,85.01735173272843,2022-05-01 15:56:59,2023-08-03 05:58:02
315,Spice Table,"South Indian, Mediterranean, Thai",1847,9653808250,7:00 AM - 20:00 PM,10,Yes,Open,Boase Chowk,"Ground Floor, Boase Chowk, Lucknow - 791453",34.00814415500127,93.42522016584769,2022-05-10 07:48:53,2024-01-16 15:30:34
316,Crystal Junction,"Mughlai, Chinese",1332,9590427473,7:00 AM - 19:00 PM,10,Yes,Open,Baral Street,"First Floor, Baral Street, Lucknow - 791453",16.914576647156153,91.0976810535536,2022-03-31 06:24:04,2024-05-30 14:18:53
317,Emerald Garden,Fast Food,954,9735323297,10:00 AM - 23:00 PM,10,Yes,Open,Balan Ganj,"First Floor, Balan Ganj, Lucknow - 791453",29.787929432786584,84.30426637650852,2022-08-07 07:30:15,2022-09-05 20:43:51
318,Crystal Cafe,North Indian,1039,9125673445,8:00 AM - 21:00 PM,10,Yes,Open,Palla Path,"Second Floor, Palla Path, Lucknow - 791453",26.96950171377928,88.49830601955965,2024-01-12 16:18:36,2024-09-16 06:18:20
319,Royal Eatery,Desserts,1938,9892510222,12:00 AM - 19:00 PM,10,Yes,Open,Pillai Street,"Ground Floor, Pillai Street, Lucknow - 791453",14.391675688852242,96.76795443109933,2022-07-04 02:31:49,2022-08-23 23:03:00
320,Blue Bites,Continental,1657,9400460098,7:00 AM - 17:00 PM,10,Yes,Open,Yohannan Street,"First Floor, Yohannan Street, Lucknow - 791453",34.60079418039861,83.53912568794766,2023-08-18 06:05:33,2024-07-30 23:38:40
321,Emerald Hub,"Fast Food, Chinese",1389,9202625025,11:00 AM - 18:00 PM,10,Yes,Open,Kari Road,"Third Floor, Kari Road, Lucknow - 791453",10.585050142432422,84.9112817926569,2023-12-10 05:38:32,2024-03-11 19:05:01
322,Blue House,Thai,797,9380236885,9:00 AM - 23:00 PM,10,Yes,Open,Manne Path,"Third Floor, Manne Path, Lucknow - 791453",28.861187704589035,89.6943244037366,2023-07-14 04:41:45,2023-08-22 07:11:58
323,Green Bites,"Thai, Chinese",615,9246148980,11:00 AM - 17:00 PM,10,Yes,Open,Doctor Zila,"First Floor, Doctor Zila, Lucknow - 791453",11.485206302998584,81.5351306479862,2022-07-29 23:28:24,2023-11-23 01:22:31
324,Green Grill,Ice Cream,933,9927142786,8:00 AM - 20:00 PM,10,Yes,Open,Dhaliwal Zila,"Second Floor, Dhaliwal Zila, Lucknow - 791453",21.929720575647288,93.03836640062579,2023-12-25 02:35:50,2024-05-03 13:20:09
325,Spice Restaurant,"Lebanese, South Indian, Mexican",1911,9451965766,8:00 AM - 17:00 PM,10,No,Closed,Bhatt Circle,"First Floor, Bhatt Circle, Lucknow - 791453",36.67728012194998,80.01277940950746,2023-12-12 19:30:31,2024-11-02 23:38:45
326,Royal House,"Japanese, Mediterranean",263,9534212844,10:00 AM - 21:00 PM,10,Yes,Open,Batra Marg," Batra Marg, Lucknow - 791453",15.695696744069291,81.89133475541662,2023-02-10 06:30:08,2024-02-11 01:49:29
327,Crystal Corner,Italian,224,9166216779,8:00 AM - 18:00 PM,10,Yes,Open,Sarkar,"First Floor, Sarkar, Lucknow - 791453",32.45126372349999,79.32744468594673,2022-07-08 02:44:33,2023-07-07 06:59:09
328,Diamond House,Pizza,1400,9377906552,7:00 AM - 17:00 PM,10,Yes,Open,Yogi Zila,"Ground Floor, Yogi Zila, Lucknow - 791453",14.174309831506651,87.14292586900267,2022-12-21 00:18:33,2023-02-11 06:01:18
329,Taste Bistro,"Italian, South Indian",1144,9154371817,8:00 AM - 21:00 PM,11,Yes,Open,Gade Chowk,"Third Floor, Gade Chowk, Chandigarh - 549898",32.39321372474269,79.9772125487358,2023-12-10 08:20:20,2025-01-18 15:47:52
330,Royal Grill,"Beverages, Mediterranean, Street Food",639,9300951978,9:00 AM - 19:00 PM,11,Yes,Open,Singh Circle,"Third Floor, Singh Circle, Chandigarh - 549898",34.19597492769388,69.6892416185345,2024-02-26 10:43:36,2025-01-10 04:49:13
331,Silver Garden,Lebanese,1221,9542373256,11:00 AM - 20:00 PM,11,Yes,Open,Rama Path,"Ground Floor, Rama Path, Chandigarh - 549898",10.961469290923018,79.6350861304856,2024-03-02 16:33:54,2024-12-14 17:46:29
332,Blue Cafe,"Bakery, Thai, Ice Cream",1827,9120970156,10:00 AM - 23:00 PM,11,Yes,Open,Mammen Marg,"Second Floor, Mammen Marg, Chandigarh - 549898",22.406785615532996,91.00997227160335,2023-03-04 12:28:45,2023-10-10 23:37:18
333,Green Hub,"Bakery, Mughlai, Desserts",753,9293075824,7:00 AM - 19:00 PM,11,Yes,Open,Anne Nagar," Anne Nagar, Chandigarh - 549898",14.795389491734362,94.27408451508866,2022-04-27 14:51:09,2022-11-14 20:15:52
334,Crystal Diner,Cafe,1284,9483790644,11:00 AM - 18:00 PM,11,Yes,Open,Nair Chowk,"First Floor, Nair Chowk, Chandigarh - 549898",11.323922649304762,87.45347923029149,2024-01-21 06:47:18,2024-12-28 10:34:51
335,Urban Table,"South Indian, Thai, Desserts",926,9286521875,8:00 AM - 18:00 PM,11,Yes,Open,Bansal," Bansal, Chandigarh - 549898",17.685727554122646,89.77290063699513,2024-03-01 21:26:15,2024-10-27 23:31:49
336,Green Hub,"North Indian, Street Food, Continental",1353,9302114356,10:00 AM - 21:00 PM,11,Yes,Open,Bath,"Second Floor, Bath, Chandigarh - 549898",13.526257615691003,69.78386481126284,2022-06-09 14:48:46,2023-09-02 16:31:59
337,Royal Cafe,"Thai, North Indian, Bakery",1178,9100733897,9:00 AM - 21:00 PM,11,Yes,Open,Mangal Marg,"First Floor, Mangal Marg, Chandigarh - 549898",31.948206068652084,78.42867071381636,2023-08-26 21:44:18,2024-03-31 02:44:16
338,Taste Hub,"South Indian, North Indian",502,9729866807,12:00 AM - 18:00 PM,11,Yes,Open,Sethi Road,"Ground Floor, Sethi Road, Chandigarh - 549898",33.117241917310736,93.27211327118877,2022-08-15 17:52:34,2024-03-03 11:15:25
339,Spice Eatery,"Desserts, Pizza, Italian",889,9424017866,9:00 AM - 18:00 PM,11,Yes,Open,Rastogi Ganj,"First Floor, Rastogi Ganj, Chandigarh - 549898",29.78467914239951,81.17259233263958,2023-01-23 08:42:26,2024-06-13 04:25:27
340,Diamond Bites,"Mughlai, Mediterranean, Ice Cream",1620,9758965006,9:00 AM - 18:00 PM,11,Yes,Open,Toor Ganj," Toor Ganj, Chandigarh - 549898",32.182063704135025,79.5028662876025,2022-09-01 12:52:27,2023-01-25 06:31:31
341,Emerald Palace,"Continental, Mediterranean",1692,9101930485,12:00 AM - 21:00 PM,11,Yes,Open,Bala,"Third Floor, Bala, Chandigarh - 549898",33.242103393622244,90.70720770810546,2023-10-14 00:53:48,2025-01-01 15:04:55
342,Silver Kitchen,Burger,851,9968449816,11:00 AM - 18:00 PM,11,Yes,Open,Aggarwal Chowk," Aggarwal Chowk, Chandigarh - 549898",11.440018804008389,82.86608340341871,2022-11-06 09:28:36,2024-03-22 20:18:02
343,Green Palace,Thai,910,9443080569,8:00 AM - 22:00 PM,11,Yes,Open,Mital Path,"Ground Floor, Mital Path, Chandigarh - 549898",32.39252471850665,87.82920150530623,2023-04-27 21:02:40,2023-07-25 05:45:37
344,Emerald Hub,"Fast Food, North Indian",743,9325146786,8:00 AM - 22:00 PM,11,Yes,Open,Ratta Nagar,"Ground Floor, Ratta Nagar, Chandigarh - 549898",18.63404992740163,91.16942117388835,2023-03-29 07:20:06,2023-04-05 20:49:19
345,Emerald Kitchen,Desserts,1097,9886606608,10:00 AM - 18:00 PM,11,Yes,Open,Dara Path,"Third Floor, Dara Path, Chandigarh - 549898",22.797994209436354,79.5122440098051,2023-07-21 17:00:54,2024-12-14 23:27:08
346,Golden Grill,Cafe,1815,9720682356,12:00 AM - 23:00 PM,11,Yes,Open,Sahota Ganj,"First Floor, Sahota Ganj, Chandigarh - 549898",13.149570143055861,70.80440307197723,2022-07-17 00:16:35,2022-09-13 02:54:03
347,Pearl Kitchen,"North Indian, Mughlai",734,9212447665,7:00 AM - 19:00 PM,11,Yes,Open,Iyengar Chowk,"First Floor, Iyengar Chowk, Chandigarh - 549898",34.32759301784166,73.29382332971822,2023-10-19 23:41:17,2023-10-21 10:53:15
348,Spice Table,Mughlai,1416,9758896006,10:00 AM - 22:00 PM,11,Yes,Open,Dara Zila,"Ground Floor, Dara Zila, Chandigarh - 549898",20.994641357059137,87.36128425382577,2023-04-02 10:11:50,2023-12-22 19:47:12
349,Silver Hub,"Mediterranean, South Indian",407,9455510103,8:00 AM - 18:00 PM,11,Yes,Open,Khatri Path,"Third Floor, Khatri Path, Chandigarh - 549898",28.758143751174828,89.31418788563553,2023-05-14 02:51:24,2023-10-19 13:19:04
350,Emerald Table,"Lebanese, Burger",686,9202988942,7:00 AM - 20:00 PM,11,Yes,Open,Lanka," Lanka, Chandigarh - 549898",24.450148899285132,82.71657327625896,2024-02-25 20:36:00,2024-08-02 19:45:44
351,Royal Eatery,Beverages,379,9416270056,12:00 AM - 22:00 PM,11,Yes,Open,Brar," Brar, Chandigarh - 549898",22.425589205551923,71.46897592309679,2023-06-21 23:33:05,2023-10-27 20:31:13
352,Flavors Restaurant,"Lebanese, Chinese, Cafe",1928,9224026766,9:00 AM - 23:00 PM,11,Yes,Open,Mani Chowk,"Third Floor, Mani Chowk, Chandigarh - 549898",22.151578026128014,94.2487521512262,2022-04-29 19:02:17,2022-12-29 17:45:06
353,Urban Bistro,"Ice Cream, Desserts, Mediterranean",959,9509573649,9:00 AM - 18:00 PM,11,Yes,Open,Saran Path,"Third Floor, Saran Path, Chandigarh - 549898",9.70281420117797,81.25458907244656,2022-10-25 10:56:13,2023-03-05 23:24:57
354,Urban Cafe,"Pizza, South Indian",509,9907706333,12:00 AM - 22:00 PM,11,Yes,Open,Thaman Marg,"Ground Floor, Thaman Marg, Chandigarh - 549898",10.90265350572558,78.51524408588963,2023-03-13 11:38:07,2025-01-11 15:04:23
