MenuID,RestaurantID,ItemName,Description,Price,Category,Availability,ItemType,CreatedDate,ModifiedDate
3291,265,Gulab Jamun,A popular Indian dish.,203,Desserts,True,Veg,2023-12-23 22:11:08,2024-07-03 08:44:23
3292,266,Cold Coffee,A must-try Cold Coffee from India.,85,Beverages,True,Veg,2023-08-04 18:30:57,2024-02-03 07:11:16
3293,266,Peda,A must-try Peda from India.,155,Desserts,True,Veg,2022-07-08 11:55:16,2023-10-27 07:38:10
3294,266,Aam Panna,A popular Indian dish.,275,Beverages,True,Veg,2024-02-27 05:55:27,2025-02-21 14:55:56
3295,266,Aloo Tikki,Traditional Indian Aloo Tikki with rich flavors.,310,Appetizers,True,Veg,2022-11-16 17:16:53,2024-06-07 17:17:28
3296,266,Kachori,Classic Kachori with a twist.,175,Snacks,True,Veg,2022-05-20 06:41:00,2024-08-15 22:56:21
3297,266,Rogan Josh,A popular Indian dish.,458,Main Course,True,Non-Veg,2023-07-27 00:35:09,2023-12-27 10:37:52
3298,266,Pav Bhaji,Delicious and authentic Pav Bhaji.,370,Snacks,True,Veg,2024-01-25 13:14:21,2024-01-31 23:57:22
3299,266,Ras Malai,A must-try Ras Malai from India.,96,Desserts,True,Veg,2024-01-22 10:14:23,2025-02-17 08:49:21
3300,266,Kulfi,A must-try Kulfi from India.,390,Desserts,True,Veg,2022-10-02 23:36:51,2024-09-08 02:59:06
3301,266,Paneer Butter Masala,Traditional Indian Paneer Butter Masala with rich flavors.,490,Main Course,True,Veg,2024-02-22 01:47:45,2024-05-06 18:32:51
3302,266,Falooda,A must-try Falooda from India.,340,Beverages,True,Veg,2022-08-09 05:18:33,2024-06-15 04:03:57
3303,267,Ras Malai,Delicious and authentic Ras Malai.,101,Desserts,True,Veg,2022-09-02 23:34:29,2023-09-28 19:58:47
3304,267,Fruit Juice,A popular Indian dish.,251,Beverages,True,Veg,2023-11-01 16:06:09,2024-03-22 02:09:52
3305,267,Pav Bhaji,A popular Indian dish.,479,Snacks,True,Veg,2023-09-10 12:27:46,2023-12-15 02:34:39
3306,267,Vada Pav,A must-try Vada Pav from India.,298,Snacks,True,Veg,2022-06-26 11:39:07,2024-07-30 09:31:13
3307,267,Malai Kofta,Delicious and authentic Malai Kofta.,487,Main Course,True,Veg,2022-08-07 17:39:33,2023-04-27 15:58:08
3308,267,Mutton Curry,Classic Mutton Curry with a twist.,265,Main Course,True,Non-Veg,2023-10-21 13:20:12,2024-07-13 13:29:36
3309,267,Aam Panna,Delicious and authentic Aam Panna.,225,Beverages,True,Veg,2023-03-26 10:14:37,2023-11-10 01:13:17
3310,267,Biryani,A popular Indian dish.,316,Main Course,True,Non-Veg,2023-05-28 23:35:34,2023-11-10 19:31:38
3311,267,Hara Bhara Kebab,Traditional Indian Hara Bhara Kebab with rich flavors.,181,Appetizers,True,Veg,2023-12-21 20:56:33,2024-08-03 21:05:38
3312,267,Paneer Tikka,Delicious and authentic Paneer Tikka.,103,Appetizers,True,Veg,2024-01-27 00:34:32,2024-05-31 21:43:11
3313,267,Sev Puri,Traditional Indian Sev Puri with rich flavors.,374,Snacks,True,Veg,2023-08-11 07:08:05,2025-01-28 22:12:46
3314,268,Peda,Traditional Indian Peda with rich flavors.,259,Desserts,True,Veg,2022-04-19 19:05:57,2023-07-12 22:41:45
3315,268,Gulab Jamun,Traditional Indian Gulab Jamun with rich flavors.,113,Desserts,True,Veg,2023-01-27 02:13:20,2024-10-04 15:46:43
3316,268,Aloo Tikki,Classic Aloo Tikki with a twist.,329,Appetizers,True,Veg,2023-10-15 02:54:09,2023-10-23 19:17:21
3317,268,Chicken Tikka,A must-try Chicken Tikka from India.,159,Appetizers,True,Non-Veg,2023-04-25 18:07:07,2023-10-07 09:34:51
3318,268,Fish Fry,A popular Indian dish.,299,Appetizers,True,Non-Veg,2023-09-11 00:59:20,2024-10-10 09:06:32
3319,268,Cold Coffee,A must-try Cold Coffee from India.,118,Beverages,True,Veg,2022-07-20 05:17:39,2024-04-24 18:42:36
3320,268,Bhel Puri,Traditional Indian Bhel Puri with rich flavors.,374,Snacks,True,Veg,2023-10-11 06:18:25,2023-11-05 05:20:06
3321,268,Kulfi,A must-try Kulfi from India.,109,Desserts,True,Veg,2023-02-16 05:31:09,2024-02-27 00:08:31
3322,268,Aloo Chaat,A popular Indian dish.,353,Snacks,True,Veg,2022-08-07 00:35:26,2022-12-26 22:41:27
3323,268,Jalebi,Delicious and authentic Jalebi.,344,Desserts,True,Veg,2022-12-23 00:11:42,2024-02-13 21:02:45
3324,268,Falooda,Delicious and authentic Falooda.,264,Beverages,True,Veg,2023-12-17 12:59:53,2024-04-04 08:43:56
3325,269,Fruit Juice,Classic Fruit Juice with a twist.,370,Beverages,True,Veg,2023-10-20 21:07:10,2024-07-10 06:51:12
3326,269,Prawn Skewers,A popular Indian dish.,138,Appetizers,True,Non-Veg,2023-01-05 08:16:27,2024-09-20 20:25:06
3327,269,Dabeli,Traditional Indian Dabeli with rich flavors.,364,Snacks,True,Veg,2023-11-06 17:52:43,2024-09-13 00:45:55
3328,269,Sev Puri,Traditional Indian Sev Puri with rich flavors.,496,Snacks,True,Veg,2023-11-17 14:43:35,2024-11-13 09:24:58
3329,269,Ras Malai,Delicious and authentic Ras Malai.,488,Desserts,True,Veg,2022-08-15 02:06:47,2025-01-29 11:08:13
3330,269,Rogan Josh,Classic Rogan Josh with a twist.,433,Main Course,True,Non-Veg,2022-08-25 00:42:39,2024-12-03 10:19:06
3331,269,Nimbu Pani,A must-try Nimbu Pani from India.,113,Beverages,True,Veg,2023-04-23 18:43:51,2023-12-25 05:33:09
3332,269,Cold Coffee,Delicious and authentic Cold Coffee.,378,Beverages,True,Veg,2023-03-31 13:45:42,2025-01-11 02:05:05
3333,269,Thandai,Classic Thandai with a twist.,111,Beverages,True,Veg,2023-02-09 00:54:51,2024-03-22 17:10:50
3334,269,Hara Bhara Kebab,Traditional Indian Hara Bhara Kebab with rich flavors.,447,Appetizers,True,Veg,2022-04-16 01:53:12,2023-05-13 08:59:48
3335,269,Aloo Tikki,Traditional Indian Aloo Tikki with rich flavors.,156,Appetizers,True,Veg,2023-02-20 05:51:13,2023-10-15 21:21:37
3336,269,Bhel Puri,Classic Bhel Puri with a twist.,302,Snacks,True,Veg,2022-05-06 11:48:00,2023-02-03 01:22:30
3337,269,Mutton Curry,A must-try Mutton Curry from India.,276,Main Course,True,Non-Veg,2023-08-14 07:34:38,2024-01-22 18:51:24
3338,270,Peda,A popular Indian dish.,424,Desserts,True,Veg,2023-06-01 07:55:56,2024-01-21 02:16:59
3339,270,Chole Bhature,A must-try Chole Bhature from India.,195,Main Course,True,Veg,2023-12-01 23:54:36,2024-02-25 23:27:46
3340,270,Buttermilk,Delicious and authentic Buttermilk.,474,Beverages,True,Veg,2023-05-13 05:36:51,2023-12-15 11:57:25
3341,270,Rasgulla,A popular Indian dish.,417,Desserts,True,Veg,2023-01-09 17:19:05,2023-08-30 19:20:53
3342,270,Prawn Skewers,Delicious and authentic Prawn Skewers.,368,Appetizers,True,Non-Veg,2023-11-18 03:31:24,2024-01-23 07:35:28
3343,270,Spring Rolls,A popular Indian dish.,312,Appetizers,True,Veg,2022-07-17 15:28:54,2023-10-21 02:28:58
3344,270,Masala Chai,A popular Indian dish.,329,Beverages,True,Veg,2023-10-23 15:22:32,2024-03-04 04:34:39
3345,270,Palak Paneer,A popular Indian dish.,228,Main Course,True,Veg,2022-04-08 13:36:16,2024-09-05 14:31:09
3346,270,Kheer,Delicious and authentic Kheer.,184,Desserts,True,Veg,2023-03-13 00:58:12,2024-09-27 09:13:55
3347,270,Chicken Tikka,A popular Indian dish.,93,Appetizers,True,Non-Veg,2023-11-06 08:44:34,2024-06-25 00:32:41
3348,270,Pav Bhaji,Traditional Indian Pav Bhaji with rich flavors.,280,Snacks,True,Veg,2023-06-10 18:11:08,2024-09-09 23:32:08
3349,270,Nimbu Pani,Delicious and authentic Nimbu Pani.,187,Beverages,True,Veg,2022-11-12 08:49:40,2022-11-28 14:33:24
3350,270,Gulab Jamun,Delicious and authentic Gulab Jamun.,412,Desserts,True,Veg,2023-01-21 23:43:51,2023-01-27 01:16:56
3351,270,Falooda,Traditional Indian Falooda with rich flavors.,101,Beverages,True,Veg,2022-11-27 21:02:59,2023-06-11 12:11:57
3352,270,Vada Pav,A popular Indian dish.,188,Snacks,True,Veg,2023-01-19 04:47:11,2024-01-26 13:07:00
3353,271,Mutton Curry,Delicious and authentic Mutton Curry.,80,Main Course,True,Non-Veg,2023-12-28 20:30:20,2024-08-07 13:09:18
3354,271,Sev Puri,Classic Sev Puri with a twist.,208,Snacks,True,Veg,2022-12-12 09:25:45,2023-05-31 22:44:57
3355,271,Chicken Tikka,A popular Indian dish.,434,Appetizers,True,Non-Veg,2022-07-31 19:55:29,2024-08-10 14:04:56
3356,271,Peda,A must-try Peda from India.,64,Desserts,True,Veg,2022-07-09 18:45:08,2024-09-29 15:35:58
3357,271,Dabeli,A must-try Dabeli from India.,127,Snacks,True,Veg,2022-11-30 19:36:56,2023-11-27 10:40:20
3358,271,Fruit Juice,Classic Fruit Juice with a twist.,258,Beverages,True,Veg,2022-07-25 07:37:34,2023-08-04 06:11:37
3359,271,Dal Makhani,A popular Indian dish.,241,Main Course,True,Veg,2022-07-09 23:12:26,2022-09-09 22:31:51
3360,271,Seekh Kebab,Traditional Indian Seekh Kebab with rich flavors.,456,Appetizers,True,Non-Veg,2022-07-25 08:16:19,2023-10-10 04:28:35
3361,271,Biryani,Delicious and authentic Biryani.,185,Main Course,True,Non-Veg,2023-01-27 12:48:54,2024-07-30 03:17:27
3362,271,Palak Paneer,Delicious and authentic Palak Paneer.,105,Main Course,True,Veg,2023-09-27 05:38:54,2023-10-16 02:18:12
3363,271,Aloo Chaat,Delicious and authentic Aloo Chaat.,68,Snacks,True,Veg,2023-01-11 08:56:59,2024-09-01 08:03:25
3364,271,Paneer Butter Masala,A must-try Paneer Butter Masala from India.,160,Main Course,True,Veg,2022-04-26 09:39:39,2023-08-29 03:56:36
3365,272,Masala Chai,A popular Indian dish.,329,Beverages,True,Veg,2022-10-03 12:34:36,2024-03-13 00:31:04
3366,272,Buttermilk,A popular Indian dish.,78,Beverages,True,Veg,2023-01-11 03:37:44,2025-01-19 14:14:15
3367,272,Butter Chicken,Delicious and authentic Butter Chicken.,354,Main Course,True,Non-Veg,2023-12-13 13:37:37,2024-03-24 19:44:42
3368,272,Jalebi,A must-try Jalebi from India.,460,Desserts,True,Veg,2022-04-23 03:13:41,2023-12-31 16:03:06
3369,272,Nimbu Pani,Delicious and authentic Nimbu Pani.,342,Beverages,True,Veg,2023-10-02 10:51:51,2024-11-06 07:36:37
3370,272,Gajar Halwa,Classic Gajar Halwa with a twist.,348,Desserts,True,Veg,2023-08-24 07:55:45,2023-10-15 04:13:30
3371,272,Samosa,Traditional Indian Samosa with rich flavors.,288,Appetizers,True,Veg,2022-06-11 10:40:53,2023-06-11 21:17:11
3372,272,Falooda,Traditional Indian Falooda with rich flavors.,65,Beverages,True,Veg,2023-10-28 08:27:57,2024-06-17 11:14:25
3373,272,Paneer Tikka,A must-try Paneer Tikka from India.,174,Appetizers,True,Veg,2023-05-26 16:15:12,2023-07-20 06:56:56
3374,272,Rogan Josh,Classic Rogan Josh with a twist.,56,Main Course,True,Non-Veg,2023-06-23 23:13:00,2023-08-30 12:28:22
3375,273,Cold Coffee,Classic Cold Coffee with a twist.,286,Beverages,True,Veg,2023-06-13 13:43:39,2024-02-19 14:58:42
3376,273,Aloo Tikki,Delicious and authentic Aloo Tikki.,385,Appetizers,True,Veg,2023-11-08 05:37:07,2024-05-15 08:05:48
3377,273,Nimbu Pani,A popular Indian dish.,97,Beverages,True,Veg,2023-01-20 16:01:42,2024-08-20 15:12:54
3378,273,Chicken Wings,A must-try Chicken Wings from India.,339,Appetizers,True,Non-Veg,2022-10-30 04:38:35,2024-02-09 14:16:40
3379,273,Seekh Kebab,Delicious and authentic Seekh Kebab.,385,Appetizers,True,Non-Veg,2023-03-16 22:39:37,2024-01-21 08:04:51
3380,273,Buttermilk,A popular Indian dish.,145,Beverages,True,Veg,2023-02-25 18:26:59,2024-06-23 11:36:00
3381,273,Samosa,Traditional Indian Samosa with rich flavors.,211,Appetizers,True,Veg,2023-04-28 07:59:42,2024-08-09 01:38:19
3382,273,Gajar Halwa,Delicious and authentic Gajar Halwa.,303,Desserts,True,Veg,2023-08-18 10:05:00,2024-01-26 06:27:15
3383,273,Prawn Skewers,A popular Indian dish.,330,Appetizers,True,Non-Veg,2023-12-13 06:46:40,2024-07-27 03:54:36
3384,273,Fish Fry,Traditional Indian Fish Fry with rich flavors.,175,Appetizers,True,Non-Veg,2023-12-01 02:25:42,2024-09-21 11:56:04
3385,274,Chicken Tikka,A popular Indian dish.,438,Appetizers,True,Non-Veg,2024-02-16 01:42:09,2025-01-26 01:55:24
3386,274,Kulfi,A popular Indian dish.,144,Desserts,True,Veg,2022-10-09 07:24:43,2024-01-11 00:58:36
3387,274,Kheer,Delicious and authentic Kheer.,381,Desserts,True,Veg,2022-07-10 21:17:07,2025-01-24 11:23:36
3388,274,Masala Chai,A popular Indian dish.,225,Beverages,True,Veg,2024-02-25 15:48:22,2024-04-11 07:52:12
3389,274,Chole Bhature,Classic Chole Bhature with a twist.,188,Main Course,True,Veg,2022-10-26 07:55:03,2025-01-15 04:02:40
3390,274,Samosa,Classic Samosa with a twist.,189,Appetizers,True,Veg,2022-10-27 08:20:33,2024-12-27 07:13:36
3391,274,Mysore Pak,A must-try Mysore Pak from India.,142,Desserts,True,Veg,2022-08-04 18:29:08,2022-11-15 01:38:59
3392,274,Falooda,Delicious and authentic Falooda.,156,Beverages,True,Veg,2022-12-26 08:33:39,2023-02-16 18:25:43
3393,274,Palak Paneer,Traditional Indian Palak Paneer with rich flavors.,211,Main Course,True,Veg,2023-06-03 13:47:18,2024-01-14 06:38:36
3394,274,Aloo Tikki,A popular Indian dish.,290,Appetizers,True,Veg,2023-09-16 16:31:58,2023-10-31 01:47:57
3395,274,Lassi,A must-try Lassi from India.,358,Beverages,True,Veg,2022-06-06 22:08:53,2024-02-08 10:48:37
3396,274,Peda,Delicious and authentic Peda.,396,Desserts,True,Veg,2023-02-18 07:32:12,2024-09-12 20:43:02
3397,274,Biryani,Traditional Indian Biryani with rich flavors.,473,Main Course,True,Non-Veg,2023-09-10 06:08:44,2024-05-18 12:55:02
3398,275,Sandesh,Classic Sandesh with a twist.,229,Desserts,True,Veg,2022-04-29 23:48:42,2024-03-18 01:38:00
3399,275,Hara Bhara Kebab,Delicious and authentic Hara Bhara Kebab.,117,Appetizers,True,Veg,2022-07-20 12:32:45,2025-02-19 16:03:21
3400,275,Paneer Tikka,Classic Paneer Tikka with a twist.,391,Appetizers,True,Veg,2023-10-18 22:23:36,2023-12-04 10:56:51
3401,275,Spring Rolls,Classic Spring Rolls with a twist.,347,Appetizers,True,Veg,2023-10-09 19:51:36,2023-10-31 14:43:44
3402,275,Chicken Tikka,A must-try Chicken Tikka from India.,326,Appetizers,True,Non-Veg,2022-12-06 14:09:09,2024-12-06 08:08:57
3403,275,Fruit Juice,Classic Fruit Juice with a twist.,460,Beverages,True,Veg,2022-10-23 19:25:13,2025-01-18 06:23:45
3404,275,Kachori,Traditional Indian Kachori with rich flavors.,295,Snacks,True,Veg,2022-05-15 23:51:48,2023-10-21 09:52:37
3405,275,Dabeli,A must-try Dabeli from India.,114,Snacks,True,Veg,2024-02-17 22:27:13,2024-03-08 16:35:24
3406,275,Malai Kofta,A must-try Malai Kofta from India.,80,Main Course,True,Veg,2023-08-14 09:10:22,2024-06-17 06:28:03
3407,275,Chicken Wings,Classic Chicken Wings with a twist.,187,Appetizers,True,Non-Veg,2023-08-05 20:04:50,2025-02-28 06:38:34
3408,275,Mysore Pak,Traditional Indian Mysore Pak with rich flavors.,62,Desserts,True,Veg,2022-09-02 21:13:52,2024-06-10 12:41:24
3409,275,Vada Pav,A must-try Vada Pav from India.,470,Snacks,True,Veg,2022-04-19 11:59:07,2023-04-13 20:13:03
3410,275,Bhel Puri,Classic Bhel Puri with a twist.,106,Snacks,True,Veg,2023-08-26 11:01:27,2023-11-23 23:56:01
3411,275,Pav Bhaji,A must-try Pav Bhaji from India.,199,Snacks,True,Veg,2023-07-15 15:21:37,2023-10-07 11:41:20
3412,275,Aloo Chaat,A popular Indian dish.,93,Snacks,True,Veg,2023-11-29 22:03:51,2024-07-01 15:05:54
3413,276,Gulab Jamun,Delicious and authentic Gulab Jamun.,256,Desserts,True,Veg,2023-10-20 20:07:43,2024-09-03 15:54:42
3414,276,Dabeli,A popular Indian dish.,251,Snacks,True,Veg,2023-04-07 08:30:45,2023-05-10 23:10:34
3415,276,Pani Puri,A popular Indian dish.,452,Snacks,True,Veg,2023-04-26 09:00:02,2024-02-17 21:03:54
3416,276,Jalebi,Traditional Indian Jalebi with rich flavors.,326,Desserts,True,Veg,2024-01-10 03:51:41,2025-01-10 11:02:22
3417,276,Peda,A must-try Peda from India.,188,Desserts,True,Veg,2022-09-27 20:22:31,2023-02-07 17:06:42
3418,276,Masala Chai,Classic Masala Chai with a twist.,130,Beverages,True,Veg,2023-08-02 01:35:39,2024-12-09 03:39:08
3419,276,Aloo Tikki,Classic Aloo Tikki with a twist.,320,Appetizers,True,Veg,2024-01-21 15:33:57,2024-05-28 03:20:16
3420,276,Coconut Water,Traditional Indian Coconut Water with rich flavors.,271,Beverages,True,Veg,2022-12-07 14:26:56,2024-12-12 05:27:37
3421,276,Dal Makhani,Delicious and authentic Dal Makhani.,136,Main Course,True,Veg,2023-02-01 08:45:11,2024-04-17 03:50:22
3422,276,Chicken Tikka,A popular Indian dish.,430,Appetizers,True,Non-Veg,2023-07-24 17:34:58,2024-01-17 11:40:01
3423,276,Nimbu Pani,Delicious and authentic Nimbu Pani.,233,Beverages,True,Veg,2023-04-25 20:53:43,2024-12-24 12:25:34
3424,276,Gajar Halwa,A popular Indian dish.,456,Desserts,True,Veg,2022-06-15 16:42:00,2023-04-24 05:45:23
3425,276,Mysore Pak,A popular Indian dish.,353,Desserts,True,Veg,2023-10-11 15:51:17,2024-02-12 23:15:07
3426,277,Pav Bhaji,Delicious and authentic Pav Bhaji.,314,Snacks,True,Veg,2023-02-18 05:29:41,2024-01-07 20:38:29
3427,277,Aloo Chaat,Classic Aloo Chaat with a twist.,96,Snacks,True,Veg,2023-12-24 05:14:51,2024-08-22 01:33:19
3428,277,Fish Fry,Delicious and authentic Fish Fry.,257,Appetizers,True,Non-Veg,2023-06-03 07:26:25,2024-12-05 01:53:36
3429,277,Samosa,Classic Samosa with a twist.,488,Appetizers,True,Veg,2023-02-04 11:28:46,2024-01-18 13:06:10
3430,277,Hara Bhara Kebab,Classic Hara Bhara Kebab with a twist.,435,Appetizers,True,Veg,2023-11-23 13:49:49,2023-12-16 09:23:53
3431,277,Chole Bhature,A popular Indian dish.,400,Main Course,True,Veg,2022-08-10 16:54:14,2023-09-29 06:21:35
3432,277,Cold Coffee,A must-try Cold Coffee from India.,429,Beverages,True,Veg,2022-06-10 09:40:22,2022-09-15 12:16:10
3433,277,Dabeli,Classic Dabeli with a twist.,422,Snacks,True,Veg,2022-11-30 04:18:22,2023-10-18 20:17:13
3434,277,Falooda,Delicious and authentic Falooda.,248,Beverages,True,Veg,2022-08-09 04:20:23,2023-12-21 22:25:01
3435,277,Chicken Wings,Traditional Indian Chicken Wings with rich flavors.,203,Appetizers,True,Non-Veg,2022-06-23 20:00:02,2023-07-31 16:04:13
3436,278,Chicken Wings,A must-try Chicken Wings from India.,295,Appetizers,True,Non-Veg,2023-05-16 10:12:08,2023-12-30 15:00:35
3437,278,Gajar Halwa,A popular Indian dish.,70,Desserts,True,Veg,2022-08-07 16:59:37,2024-05-25 10:46:08
3438,278,Samosa,Classic Samosa with a twist.,467,Appetizers,True,Veg,2023-09-12 17:45:23,2025-01-30 15:54:00
3439,278,Dabeli,Traditional Indian Dabeli with rich flavors.,400,Snacks,True,Veg,2022-08-16 10:12:20,2024-12-18 15:47:55
3440,278,Chole Bhature,A must-try Chole Bhature from India.,110,Main Course,True,Veg,2023-01-07 23:51:12,2025-02-04 13:34:18
3441,278,Aloo Tikki,A must-try Aloo Tikki from India.,92,Appetizers,True,Veg,2023-11-08 11:14:31,2024-10-17 23:08:57
3442,278,Paneer Tikka,Traditional Indian Paneer Tikka with rich flavors.,97,Appetizers,True,Veg,2023-10-07 00:31:30,2024-12-29 13:00:24
3443,278,Dhokla,Traditional Indian Dhokla with rich flavors.,218,Snacks,True,Veg,2024-02-26 08:53:15,2024-05-15 20:56:16
3444,278,Pani Puri,Classic Pani Puri with a twist.,462,Snacks,True,Veg,2022-04-14 12:27:26,2023-08-24 20:15:12
3445,278,Kheer,Delicious and authentic Kheer.,146,Desserts,True,Veg,2022-05-07 12:20:22,2022-09-22 07:34:45
3446,278,Gulab Jamun,Delicious and authentic Gulab Jamun.,235,Desserts,True,Veg,2023-05-29 03:05:12,2024-06-25 23:32:16
3447,278,Rogan Josh,A popular Indian dish.,192,Main Course,True,Non-Veg,2023-04-04 14:37:41,2025-01-12 23:08:13
3448,278,Aam Panna,Delicious and authentic Aam Panna.,278,Beverages,True,Veg,2023-09-15 13:28:27,2024-02-07 10:19:54
3449,278,Sandesh,Classic Sandesh with a twist.,355,Desserts,True,Veg,2022-09-26 05:51:57,2024-01-01 04:11:17
3450,279,Sandesh,Traditional Indian Sandesh with rich flavors.,491,Desserts,True,Veg,2022-10-26 20:35:55,2024-07-29 15:49:45
3451,279,Aam Panna,A must-try Aam Panna from India.,125,Beverages,True,Veg,2022-07-17 22:31:58,2023-04-23 15:36:22
3452,279,Paneer Tikka,Delicious and authentic Paneer Tikka.,331,Appetizers,True,Veg,2022-11-21 16:08:51,2024-06-30 20:38:08
3453,279,Biryani,Delicious and authentic Biryani.,464,Main Course,True,Non-Veg,2024-02-06 04:59:57,2024-06-04 03:55:03
3454,279,Mutton Curry,Delicious and authentic Mutton Curry.,402,Main Course,True,Non-Veg,2022-08-07 00:57:11,2023-04-23 21:33:21
3455,279,Pani Puri,A popular Indian dish.,384,Snacks,True,Veg,2023-09-12 12:10:14,2024-11-10 07:36:21
3456,279,Malai Kofta,Classic Malai Kofta with a twist.,442,Main Course,True,Veg,2023-04-17 16:40:54,2025-02-15 09:41:49
3457,279,Gulab Jamun,A popular Indian dish.,250,Desserts,True,Veg,2023-09-19 22:54:30,2024-03-31 22:14:27
3458,279,Butter Chicken,Classic Butter Chicken with a twist.,227,Main Course,True,Non-Veg,2023-03-31 14:13:17,2024-04-03 15:38:12
3459,279,Bhel Puri,A must-try Bhel Puri from India.,184,Snacks,True,Veg,2023-06-22 11:57:27,2023-12-07 07:05:42
3460,279,Kheer,A must-try Kheer from India.,166,Desserts,True,Veg,2023-11-12 06:48:01,2024-07-19 05:39:28
3461,279,Jalebi,A must-try Jalebi from India.,209,Desserts,True,Veg,2023-12-19 15:17:50,2024-05-31 08:26:28
3462,280,Rogan Josh,A must-try Rogan Josh from India.,58,Main Course,True,Non-Veg,2023-02-12 03:00:19,2023-11-21 00:43:03
3463,280,Fish Fry,Delicious and authentic Fish Fry.,131,Appetizers,True,Non-Veg,2023-08-23 13:18:37,2024-07-23 17:05:02
3464,280,Bhel Puri,Classic Bhel Puri with a twist.,121,Snacks,True,Veg,2022-11-24 05:15:41,2022-12-15 17:59:30
3465,280,Dhokla,Delicious and authentic Dhokla.,331,Snacks,True,Veg,2023-12-03 21:04:04,2024-10-18 16:23:18
3466,280,Hara Bhara Kebab,Delicious and authentic Hara Bhara Kebab.,371,Appetizers,True,Veg,2023-12-20 03:45:50,2024-08-23 04:40:27
3467,280,Fish Curry,Delicious and authentic Fish Curry.,196,Main Course,True,Non-Veg,2024-02-14 19:25:06,2024-08-11 00:48:08
3468,280,Lassi,Delicious and authentic Lassi.,81,Beverages,True,Veg,2022-04-17 20:55:48,2022-10-13 03:40:00
3469,280,Falooda,A popular Indian dish.,162,Beverages,True,Veg,2022-06-09 23:01:30,2022-09-09 04:37:25
3470,280,Samosa,Delicious and authentic Samosa.,93,Appetizers,True,Veg,2022-10-11 20:34:37,2023-12-14 23:10:44
3471,280,Mutton Curry,A popular Indian dish.,317,Main Course,True,Non-Veg,2023-11-16 11:08:39,2024-01-22 12:36:44
3472,280,Malai Kofta,Delicious and authentic Malai Kofta.,65,Main Course,True,Veg,2023-11-20 09:24:37,2024-08-06 18:30:32
3473,281,Chole Bhature,A popular Indian dish.,340,Main Course,True,Veg,2023-08-22 23:42:21,2023-10-16 03:29:38
3474,281,Lassi,Traditional Indian Lassi with rich flavors.,95,Beverages,True,Veg,2022-11-23 00:25:50,2024-08-13 02:48:41
3475,281,Butter Chicken,Traditional Indian Butter Chicken with rich flavors.,322,Main Course,True,Non-Veg,2023-08-21 07:36:52,2025-02-25 19:39:57
3476,281,Gulab Jamun,A must-try Gulab Jamun from India.,426,Desserts,True,Veg,2022-05-17 01:06:14,2024-08-03 06:20:10
3477,281,Aam Panna,Traditional Indian Aam Panna with rich flavors.,164,Beverages,True,Veg,2022-10-01 16:07:42,2023-12-02 01:54:31
3478,281,Kulfi,A must-try Kulfi from India.,421,Desserts,True,Veg,2023-06-30 17:14:20,2024-01-16 20:49:41
3479,281,Fish Fry,A popular Indian dish.,123,Appetizers,True,Non-Veg,2023-03-22 02:30:06,2024-04-21 02:21:24
3480,281,Cold Coffee,Traditional Indian Cold Coffee with rich flavors.,246,Beverages,True,Veg,2023-11-21 07:15:32,2024-07-01 08:13:23
3481,281,Paneer Tikka,Classic Paneer Tikka with a twist.,95,Appetizers,True,Veg,2023-12-13 04:37:33,2024-05-11 09:44:51
3482,281,Jalebi,Delicious and authentic Jalebi.,237,Desserts,True,Veg,2023-09-19 06:49:48,2023-10-27 08:50:56
3483,282,Biryani,A must-try Biryani from India.,482,Main Course,True,Non-Veg,2023-09-09 17:59:46,2024-04-17 19:18:29
3484,282,Chole Bhature,Traditional Indian Chole Bhature with rich flavors.,335,Main Course,True,Veg,2023-11-21 10:56:08,2024-11-17 12:24:16
3485,282,Lassi,A must-try Lassi from India.,259,Beverages,True,Veg,2022-06-25 17:42:07,2024-07-19 08:52:22
3486,282,Pani Puri,A popular Indian dish.,212,Snacks,True,Veg,2022-03-20 07:56:12,2024-03-13 01:48:00
3487,282,Chicken Tikka,A must-try Chicken Tikka from India.,392,Appetizers,True,Non-Veg,2023-04-20 03:30:56,2023-05-26 15:57:32
3488,282,Palak Paneer,A must-try Palak Paneer from India.,51,Main Course,True,Veg,2022-05-17 21:21:17,2023-09-22 23:22:58
3489,282,Kachori,A must-try Kachori from India.,410,Snacks,True,Veg,2023-08-27 08:52:18,2023-11-01 14:36:08
3490,282,Coconut Water,A must-try Coconut Water from India.,128,Beverages,True,Veg,2023-08-12 22:10:47,2024-08-08 10:20:14
3491,282,Paneer Butter Masala,Classic Paneer Butter Masala with a twist.,500,Main Course,True,Veg,2022-07-06 17:59:41,2023-04-23 22:31:24
3492,282,Aam Panna,Classic Aam Panna with a twist.,276,Beverages,True,Veg,2022-06-16 13:27:38,2024-07-21 01:51:15
3493,282,Pakora,Classic Pakora with a twist.,200,Snacks,True,Veg,2022-09-14 22:15:36,2024-11-30 07:54:39
3494,282,Buttermilk,Delicious and authentic Buttermilk.,389,Beverages,True,Veg,2023-09-01 09:37:40,2024-05-03 18:57:44
3495,282,Fish Curry,Delicious and authentic Fish Curry.,377,Main Course,True,Non-Veg,2023-04-16 00:46:40,2023-04-20 06:57:19
3496,283,Gulab Jamun,Delicious and authentic Gulab Jamun.,261,Desserts,True,Veg,2023-09-18 21:07:36,2024-10-23 00:48:35
