OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,DiscountAmount,DeliveryCharges,FinalAmount,Status,PaymentMethod,IsFirstOrder,CouponCode,CreatedDate,ModifiedDate
82283,6587,573,2025-04-14 17:34:00,1842,0,0,1842,Delivered,UPI,False,,2025-04-14 17:34:00,2025-04-19 23:23:30.000000
82284,6587,2423,2024-09-05 14:00:00,4196,0,0,4196,Delivered,UPI,False,,2024-09-05 14:00:00,2025-01-20 22:38:25.000000
82297,6169,1830,2025-04-18 20:03:00,276,0,61,337,Delivered,UPI,False,,2025-04-18 20:03:00,2025-04-22 06:08:42.000000
82298,6169,1625,2025-04-29 18:22:00,1616,206,0,1410,In Transit,UPI,False,WEEKEND_1625,2025-04-29 18:22:00,2025-04-29 18:22:00.498869
82299,6169,1623,2025-02-15 03:37:00,2663,300,0,2363,Canceled,UPI,False,FESTIVAL_1623,2025-02-15 03:37:00,2025-03-03 02:16:46.000000
82300,7749,433,2024-08-11 00:01:00,1457,143,0,1314,Failed,DebitCard,True,SPECIAL_433,2024-08-11 00:01:00,2024-12-14 16:58:14.000000
82302,7749,803,2024-09-26 17:12:00,1835,108,0,1727,Canceled,DebitCard,False,DEBITCARD_803,2024-09-26 17:12:00,2025-01-06 00:46:07.000000
82303,7749,808,2024-10-09 03:54:00,4438,311,0,4127,Canceled,UPI,False,FESTIVAL_808,2024-10-09 03:54:00,2025-03-27 00:51:33.000000
82305,5577,2127,2025-03-21 10:07:00,2217,0,0,2217,Delivered,Cash,True,,2025-03-21 10:07:00,2025-04-13 12:40:03.000000
82306,5577,2129,2025-01-07 15:56:00,3024,79,0,2945,Delivered,UPI,False,UPISAVE_2129,2025-01-07 15:56:00,2025-04-06 15:19:58.000000
82307,5577,2154,2024-12-31 13:07:00,2256,100,0,2156,Delivered,UPI,False,WELCOME_2154,2024-12-31 13:07:00,2025-03-05 09:19:00.000000
82308,5577,1079,2025-01-08 18:23:00,2573,160,0,2413,Canceled,Cash,False,SPECIAL_1079,2025-01-08 18:23:00,2025-04-09 11:31:41.000000
82310,5577,1079,2024-12-23 19:16:00,1887,160,0,1727,Delivered,UPI,False,SPECIAL_1079,2024-12-23 19:16:00,2025-03-22 14:50:57.000000
82311,5577,2127,2025-02-16 11:30:00,657,91,0,566,Delivered,UPI,False,WELCOME_2127,2025-02-16 11:30:00,2025-03-08 07:02:17.000000
82312,5577,1097,2025-01-08 01:35:00,2993,190,0,2803,Failed,UPI,False,WEEKEND_1097,2025-01-08 01:35:00,2025-02-22 23:23:18.000000
82314,18290,1058,2023-08-06 20:50:00,1900,279,0,1621,Delivered,UPI,False,FESTIVAL_1058,2023-08-06 20:50:00,2024-06-16 07:45:15.000000
82315,18290,1058,2023-08-29 15:58:00,975,150,0,825,Delivered,UPI,False,SPECIAL_1058,2023-08-29 15:58:00,2024-06-27 15:48:46.000000
82316,18290,2659,2024-07-27 20:55:00,1377,213,0,1164,Delivered,UPI,False,WEEKEND_2659,2024-07-27 20:55:00,2024-11-15 16:12:55.000000
82317,18290,195,2023-11-06 15:49:00,1314,0,0,1314,Delivered,UPI,False,,2023-11-06 15:49:00,2024-10-24 11:29:56.000000
82318,18290,2659,2024-06-25 00:07:00,1296,213,0,1083,Delivered,Cash,False,WEEKEND_2659,2024-06-25 00:07:00,2024-10-23 19:30:11.000000
82325,16548,1408,2025-04-01 08:08:00,2335,280,0,2055,Delivered,UPI,True,FESTIVAL_1408,2025-04-01 08:08:00,2025-04-12 07:49:00.000000
82326,16548,1408,2025-05-05 06:13:00,2863,280,0,2583,Delivered,UPI,False,FESTIVAL_1408,2025-05-05 06:13:00,2025-05-05 06:13:00.197608
82327,16548,1408,2025-06-06 06:03:00,2699,0,0,2699,Delivered,Cash,False,,2025-06-06 06:03:00,2025-06-06 06:03:00.398876
82328,16548,1411,2025-05-11 21:08:00,992,190,0,802,In Transit,UPI,False,WEEKEND_1411,2025-05-11 21:08:00,2025-05-11 21:08:00.257722
82329,16548,1411,2025-03-30 19:59:00,492,80,39,451,Delivered,UPI,False,UPISAVE_1411,2025-03-30 19:59:00,2025-04-16 00:28:41.000000
82330,16548,1411,2025-04-21 01:59:00,2101,274,0,1827,Delivered,Cash,False,FESTIVAL_1411,2025-04-21 01:59:00,2025-04-22 12:54:14.000000
82331,16548,1408,2025-06-11 21:29:00,1054,184,0,870,Delivered,UPI,False,WEEKEND_1408,2025-06-11 21:29:00,2025-06-11 21:29:00.522516
82332,16548,1411,2025-04-25 00:34:00,2664,274,0,2390,In Transit,UPI,False,FESTIVAL_1411,2025-04-25 00:34:00,2025-04-25 00:34:00.603234
82333,19555,1106,2025-06-06 19:35:00,1495,0,0,1495,Delivered,UPI,True,,2025-06-06 19:35:00,2025-06-06 19:35:00.332576
82334,19555,2525,2025-05-09 06:35:00,3596,0,0,3596,Delivered,UPI,False,,2025-05-09 06:35:00,2025-05-09 06:35:00.084557
82335,19555,2540,2025-06-11 21:42:00,1857,214,0,1643,Delivered,UPI,False,WEEKEND_2540,2025-06-11 21:42:00,2025-06-11 21:42:00.945933
82336,19555,1124,2025-06-06 06:08:00,2185,197,0,1988,In Transit,UPI,False,WEEKEND_1124,2025-06-06 06:08:00,2025-06-06 06:08:00.214375
82337,6950,1034,2025-06-13 20:07:00,2074,0,0,2074,Preparing,UPI,True,,2025-06-13 20:07:00,2025-06-13 20:07:00.444542
82338,6950,1058,2025-06-24 19:23:00,472,0,36,508,In Transit,Cash,False,,2025-06-24 19:23:00,2025-06-24 19:23:00.662870
82339,6950,2148,2025-01-18 02:03:00,1761,0,0,1761,Delivered,UPI,False,,2025-01-18 02:03:00,2025-01-21 04:09:47.000000
82340,6950,533,2025-06-14 21:54:00,4145,158,0,3987,In Transit,UPI,False,SPECIAL_533,2025-06-14 21:54:00,2025-06-14 21:54:00.692689
82341,6950,519,2025-05-17 23:38:00,3196,0,0,3196,Delivered,UPI,False,,2025-05-17 23:38:00,2025-05-17 23:38:00.637038
82342,6950,1026,2025-06-20 18:19:00,2963,189,0,2774,Delivered,DebitCard,False,WEEKEND_1026,2025-06-20 18:19:00,2025-06-20 18:19:00.485633
82349,8740,431,2022-11-06 19:34:00,3099,0,0,3099,Delivered,UPI,False,,2022-11-06 19:34:00,2023-10-14 00:12:24.000000
82350,8740,431,2022-09-17 15:33:00,3853,0,0,3853,Delivered,CreditCard,False,,2022-09-17 15:33:00,2024-03-07 16:34:37.000000
82352,8740,431,2022-11-07 22:58:00,2520,194,0,2326,Delivered,DebitCard,False,WEEKEND_431,2022-11-07 22:58:00,2024-03-23 17:42:56.000000
82356,8443,2505,2023-03-30 06:18:00,1891,0,0,1891,Canceled,UPI,False,,2023-03-30 06:18:00,2024-08-10 23:59:33.000000
82357,5805,1162,2024-11-12 23:43:00,398,0,80,478,Delivered,UPI,True,,2024-11-12 23:43:00,2025-04-22 19:30:57.000000
82358,5805,1160,2024-10-18 14:28:00,1215,207,0,1008,Delivered,Cash,False,WEEKEND_1160,2024-10-18 14:28:00,2024-10-22 23:58:42.000000
82359,5805,1160,2024-11-13 18:53:00,700,0,0,700,Delivered,UPI,False,,2024-11-13 18:53:00,2025-01-12 18:15:14.000000
82361,5805,1160,2024-10-09 20:06:00,3729,325,0,3404,Delivered,UPI,False,FESTIVAL_1160,2024-10-09 20:06:00,2025-01-04 17:29:20.000000
82362,5805,1160,2024-11-17 13:27:00,923,0,0,923,Delivered,UPI,False,,2024-11-17 13:27:00,2025-04-23 13:10:50.000000
82363,5805,1160,2024-11-09 15:17:00,2645,325,0,2320,Canceled,UPI,False,FESTIVAL_1160,2024-11-09 15:17:00,2025-01-08 19:37:03.000000
82364,19111,472,2023-10-25 13:28:00,2975,183,0,2792,Delivered,CreditCard,True,WEEKEND_472,2023-10-25 13:28:00,2024-12-11 21:44:11.000000
82366,19111,519,2023-10-03 19:14:00,2006,0,0,2006,Delivered,UPI,False,,2023-10-03 19:14:00,2024-02-26 18:49:04.000000
82367,19111,472,2023-09-11 23:37:00,1074,183,0,891,Delivered,CreditCard,False,WEEKEND_472,2023-09-11 23:37:00,2024-02-08 17:18:21.000000
82369,19111,519,2023-10-07 22:03:00,933,212,0,721,Delivered,UPI,False,WEEKEND_519,2023-10-07 22:03:00,2024-07-10 03:42:07.000000
82371,9546,2417,2022-11-24 01:36:00,238,0,61,299,Delivered,UPI,True,,2022-11-24 01:36:00,2022-11-26 15:44:33.000000
82373,9546,2461,2022-11-05 21:34:00,2194,281,0,1913,Delivered,UPI,False,FESTIVAL_2461,2022-11-05 21:34:00,2024-12-07 02:21:14.000000
82376,19671,2196,2025-04-11 05:48:00,454,0,35,489,Failed,UPI,False,,2025-04-11 05:48:00,2025-04-22 16:26:22.000000
82377,19671,2196,2025-04-06 08:23:00,947,98,0,849,Delivered,UPI,False,WELCOME_2196,2025-04-06 08:23:00,2025-04-13 10:15:54.000000
82378,14879,1000,2025-05-29 18:40:00,792,92,0,700,In Transit,Cash,True,WELCOME_1000,2025-05-29 18:40:00,2025-05-29 18:40:00.597541
82379,14879,2196,2024-11-26 06:08:00,3686,98,0,3588,Failed,UPI,False,WELCOME_2196,2024-11-26 06:08:00,2025-03-02 20:37:42.000000
82380,14879,1005,2025-05-01 08:53:00,211,0,53,264,Delivered,UPI,False,,2025-05-01 08:53:00,2025-05-01 08:53:00.182279
82381,14879,1000,2025-05-05 13:04:00,1356,160,0,1196,Delivered,UPI,False,SPECIAL_1000,2025-05-05 13:04:00,2025-05-05 13:04:00.843694
82382,14879,2196,2024-11-28 08:38:00,424,0,38,462,Delivered,Cash,False,,2024-11-28 08:38:00,2025-02-10 09:48:21.000000
82383,14879,2196,2024-10-08 02:19:00,584,98,32,518,Delivered,UPI,False,WELCOME_2196,2024-10-08 02:19:00,2024-10-18 19:30:52.000000
82384,9797,966,2021-11-13 06:57:00,216,0,54,270,Delivered,UPI,True,,2021-11-13 06:57:00,2023-07-03 03:06:02.000000
82385,9797,1000,2021-10-29 11:48:00,313,0,57,370,Delivered,UPI,False,,2021-10-29 11:48:00,2024-01-24 17:35:08.000000
82387,10301,1927,2023-06-19 08:50:00,1981,186,0,1795,Failed,UPI,True,WEEKEND_1927,2023-06-19 08:50:00,2024-01-26 05:59:19.000000
82388,10301,1928,2023-07-18 03:48:00,3186,154,0,3032,Canceled,UPI,False,SPECIAL_1928,2023-07-18 03:48:00,2024-10-04 03:47:12.000000
82389,10563,569,2025-03-19 02:05:00,1930,190,0,1740,Delivered,UPI,True,WEEKEND_569,2025-03-19 02:05:00,2025-04-09 11:19:21.000000
82390,10563,1160,2025-05-17 15:01:00,1638,325,0,1313,Delivered,UPI,False,FESTIVAL_1160,2025-05-17 15:01:00,2025-05-17 15:01:00.549641
82391,10563,1162,2025-04-09 05:48:00,1672,135,0,1537,Delivered,Cash,False,SPECIAL_1162,2025-04-09 05:48:00,2025-04-14 08:06:37.000000
82392,10563,1174,2025-03-11 01:49:00,1423,212,0,1211,Delivered,UPI,False,WEEKEND_1174,2025-03-11 01:49:00,2025-04-04 02:58:31.000000
82393,10563,569,2025-05-23 21:31:00,423,0,30,453,In Transit,UPI,False,,2025-05-23 21:31:00,2025-05-23 21:31:00.288472
82394,10563,1174,2025-04-01 18:58:00,1767,212,0,1555,Delivered,UPI,False,WEEKEND_1174,2025-04-01 18:58:00,2025-04-07 00:55:19.000000
82395,10563,1174,2025-02-27 17:47:00,302,0,78,380,Delivered,UPI,False,,2025-02-27 17:47:00,2025-04-11 23:35:44.000000
82399,9182,533,2024-11-19 22:53:00,1089,158,0,931,Delivered,UPI,True,SPECIAL_533,2024-11-19 22:53:00,2025-01-22 11:00:49.000000
82400,9182,519,2024-10-29 18:47:00,2103,319,0,1784,Delivered,CreditCard,False,FESTIVAL_519,2024-10-29 18:47:00,2024-12-19 14:16:28.000000
82401,9182,325,2024-08-06 18:08:00,3127,0,0,3127,Delivered,Cash,False,,2024-08-06 18:08:00,2025-01-04 10:37:05.000000
82402,9182,875,2025-04-21 20:07:00,152,0,83,235,Delivered,UPI,False,,2025-04-21 20:07:00,2025-04-23 14:43:33.000000
82403,9182,927,2025-04-16 05:00:00,3124,0,0,3124,Delivered,UPI,False,,2025-04-16 05:00:00,2025-04-18 19:49:01.000000
82404,9182,472,2024-11-12 15:30:00,630,0,0,630,Delivered,UPI,False,,2024-11-12 15:30:00,2025-02-06 13:43:36.000000
82405,1969,472,2024-03-29 22:15:00,1356,183,0,1173,Delivered,UPI,True,WEEKEND_472,2024-03-29 22:15:00,2024-10-09 06:04:45.000000
82407,1969,479,2024-05-21 00:51:00,1258,135,0,1123,Delivered,UPI,False,SPECIAL_479,2024-05-21 00:51:00,2025-03-01 06:41:12.000000
82408,1969,533,2024-03-19 23:18:00,2012,0,0,2012,Delivered,Cash,False,,2024-03-19 23:18:00,2024-04-04 12:47:03.000000
82409,1969,519,2024-04-21 20:13:00,804,104,0,700,Delivered,CreditCard,False,WELCOME_519,2024-04-21 20:13:00,2025-03-28 15:42:16.000000
82410,1969,512,2024-05-04 22:04:00,2186,0,0,2186,Failed,UPI,False,,2024-05-04 22:04:00,2025-03-10 01:07:18.000000
82411,6738,1992,2025-06-11 00:48:00,783,148,0,635,Delivered,DebitCard,True,SPECIAL_1992,2025-06-11 00:48:00,2025-06-11 00:48:00.458264
82412,6738,2023,2025-05-04 02:13:00,1939,0,0,1939,In Transit,UPI,False,,2025-05-04 02:13:00,2025-05-04 02:13:00.685310
82413,6738,1967,2025-07-05 22:15:00,788,98,0,690,Delivered,UPI,False,WELCOME_1967,2025-07-05 22:15:00,2025-07-05 22:15:00.431267
82414,6738,142,2025-07-12 14:03:00,765,151,0,614,In Transit,UPI,False,SPECIAL_142,2025-07-12 14:03:00,2025-07-12 14:03:00.011953
82415,6738,179,2025-06-05 10:34:00,1305,100,0,1205,Delivered,DebitCard,False,WELCOME_179,2025-06-05 10:34:00,2025-06-05 10:34:00.411824
82416,6738,176,2025-05-05 08:23:00,2824,135,0,2689,In Transit,Cash,False,SPECIAL_176,2025-05-05 08:23:00,2025-05-05 08:23:00.951343
82417,6738,1967,2025-06-20 20:42:00,1296,218,0,1078,Delivered,UPI,False,WEEKEND_1967,2025-06-20 20:42:00,2025-06-20 20:42:00.419935
82418,6738,1481,2025-06-04 06:55:00,3282,306,0,2976,Delivered,UPI,False,FESTIVAL_1481,2025-06-04 06:55:00,2025-06-04 06:55:00.415282
82419,2938,2129,2024-08-22 16:31:00,1648,0,0,1648,Delivered,CreditCard,True,,2024-08-22 16:31:00,2025-02-21 04:30:58.000000
82423,2938,2777,2025-05-08 02:31:00,513,0,45,558,Delivered,UPI,False,,2025-05-08 02:31:00,2025-05-08 02:31:00.246303
82425,2938,2129,2024-08-31 01:24:00,2799,76,0,2723,Delivered,Cash,False,CASHBACK_2129,2024-08-31 01:24:00,2025-02-13 18:19:04.000000
82426,19472,64,2024-10-12 19:11:00,164,0,96,260,Delivered,UPI,True,,2024-10-12 19:11:00,2024-11-29 08:02:28.000000
82427,19472,74,2024-10-07 17:16:00,2425,326,0,2099,Delivered,UPI,False,FESTIVAL_74,2024-10-07 17:16:00,2024-12-08 02:25:54.000000
82428,19472,74,2024-12-01 22:26:00,2149,326,0,1823,Delivered,UPI,False,FESTIVAL_74,2024-12-01 22:26:00,2025-03-13 14:30:44.000000
82429,19472,64,2024-11-23 17:44:00,1829,151,0,1678,Delivered,UPI,False,SPECIAL_64,2024-11-23 17:44:00,2024-12-28 13:42:53.000000
82430,19472,68,2024-11-25 01:57:00,2517,191,0,2326,Delivered,CreditCard,False,WEEKEND_68,2024-11-25 01:57:00,2024-12-16 09:41:19.000000
82431,19472,68,2024-11-25 04:58:00,2303,0,0,2303,Delivered,CreditCard,False,,2024-11-25 04:58:00,2025-03-04 18:58:18.000000
82432,17758,2417,2023-01-27 18:07:00,1111,164,0,947,Delivered,UPI,True,SPECIAL_2417,2023-01-27 18:07:00,2023-10-11 13:35:30.000000
82435,345,1801,2024-06-23 17:27:00,789,90,0,699,Delivered,Cash,True,WELCOME_1801,2024-06-23 17:27:00,2024-12-28 10:04:02.000000
82436,345,1741,2024-08-01 02:55:00,989,93,0,896,Delivered,UPI,False,WELCOME_1741,2024-08-01 02:55:00,2025-03-09 17:32:39.000000
82437,345,1801,2024-06-30 21:43:00,1539,144,0,1395,Delivered,UPI,False,SPECIAL_1801,2024-06-30 21:43:00,2024-08-28 00:20:44.000000
82438,345,1813,2024-08-03 20:48:00,2867,0,0,2867,Delivered,Cash,False,,2024-08-03 20:48:00,2025-04-10 12:20:22.000000
82440,345,1748,2024-08-09 11:26:00,3377,0,0,3377,Delivered,UPI,False,,2024-08-09 11:26:00,2024-10-07 18:58:40.000000
82442,345,1741,2024-08-20 00:55:00,1743,311,0,1432,Delivered,UPI,False,FESTIVAL_1741,2024-08-20 00:55:00,2024-12-23 13:33:29.000000
82443,15625,2698,2023-10-28 13:32:00,2354,325,0,2029,Delivered,Cash,True,FESTIVAL_2698,2023-10-28 13:32:00,2024-11-28 05:41:59.000000
82444,7268,1427,2025-05-29 22:29:00,2483,0,0,2483,In Transit,UPI,True,,2025-05-29 22:29:00,2025-05-29 22:29:00.415959
82445,7268,1428,2025-05-08 22:07:00,2687,296,0,2391,In Transit,UPI,False,FESTIVAL_1428,2025-05-08 22:07:00,2025-05-08 22:07:00.704927
82446,7268,2270,2024-10-21 01:34:00,1993,278,0,1715,Delivered,UPI,False,FESTIVAL_2270,2024-10-21 01:34:00,2025-04-08 06:51:04.000000
82447,7268,1426,2025-04-11 15:54:00,2340,143,0,2197,Delivered,UPI,False,SPECIAL_1426,2025-04-11 15:54:00,2025-04-20 05:15:50.000000
82448,7268,1428,2025-04-28 00:56:00,1216,210,0,1006,Delivered,Cash,False,WEEKEND_1428,2025-04-28 00:56:00,2025-04-28 00:56:00.319367
82449,13401,1928,2025-02-01 05:07:00,2532,154,0,2378,Delivered,UPI,True,SPECIAL_1928,2025-02-01 05:07:00,2025-04-16 23:09:04.000000
82450,13401,1922,2025-01-10 09:53:00,2275,329,0,1946,Canceled,UPI,False,FESTIVAL_1922,2025-01-10 09:53:00,2025-04-15 21:56:03.000000
82451,13401,1925,2024-11-26 14:12:00,2114,100,0,2014,Delivered,Cash,False,WELCOME_1925,2024-11-26 14:12:00,2025-01-21 09:43:31.000000
82452,13401,1916,2025-02-05 15:32:00,1795,293,0,1502,Delivered,UPI,False,FESTIVAL_1916,2025-02-05 15:32:00,2025-02-12 12:37:38.000000
82453,13401,1928,2025-01-25 22:31:00,1365,154,0,1211,Delivered,Cash,False,SPECIAL_1928,2025-01-25 22:31:00,2025-03-01 04:56:21.000000
82454,13401,1916,2025-01-17 19:41:00,666,0,0,666,Delivered,UPI,False,,2025-01-17 19:41:00,2025-02-02 17:45:44.000000
82455,13401,1927,2024-12-20 04:46:00,1515,186,0,1329,Delivered,UPI,False,WEEKEND_1927,2024-12-20 04:46:00,2025-04-09 23:01:08.000000
82456,8759,1426,2025-03-26 16:00:00,3159,143,0,3016,Canceled,Cash,True,SPECIAL_1426,2025-03-26 16:00:00,2025-04-16 04:21:41.000000
82458,8759,1269,2025-02-15 12:58:00,568,0,37,605,Delivered,Cash,False,,2025-02-15 12:58:00,2025-03-02 22:38:24.000000
82459,8759,1214,2024-12-22 00:32:00,3582,297,0,3285,Canceled,UPI,False,FESTIVAL_1214,2024-12-22 00:32:00,2025-03-31 19:44:19.000000
82460,8759,1226,2024-11-30 01:11:00,1637,217,0,1420,Delivered,UPI,False,WEEKEND_1226,2024-11-30 01:11:00,2024-12-13 15:21:51.000000
82461,4580,369,2024-12-25 13:16:00,438,0,38,476,Delivered,CreditCard,True,,2024-12-25 13:16:00,2025-02-10 01:08:10.000000
82464,4580,479,2025-03-18 19:22:00,1377,0,0,1377,Delivered,Cash,False,,2025-03-18 19:22:00,2025-04-21 12:52:18.000000
82466,4580,472,2024-12-27 13:03:00,1738,183,0,1555,Delivered,UPI,False,WEEKEND_472,2024-12-27 13:03:00,2025-02-19 10:13:28.000000
82467,4580,472,2025-03-23 02:37:00,2315,183,0,2132,Canceled,UPI,False,WEEKEND_472,2025-03-23 02:37:00,2025-04-12 13:47:59.000000
82468,17805,68,2024-05-17 05:10:00,1112,191,0,921,Delivered,UPI,True,WEEKEND_68,2024-05-17 05:10:00,2025-04-07 01:35:16.000000
82469,17805,2129,2024-12-16 01:53:00,2460,0,0,2460,Delivered,Cash,False,,2024-12-16 01:53:00,2025-01-05 10:49:05.000000
82470,11688,533,2023-07-29 21:30:00,2745,158,0,2587,Delivered,UPI,True,SPECIAL_533,2023-07-29 21:30:00,2023-12-01 12:06:16.000000
82471,11688,1481,2025-02-23 00:40:00,966,135,0,831,Failed,UPI,False,SPECIAL_1481,2025-02-23 00:40:00,2025-04-18 07:38:13.000000
82472,13844,2505,2024-03-25 08:29:00,870,95,0,775,Delivered,UPI,True,WELCOME_2505,2024-03-25 08:29:00,2024-11-22 05:36:34.000000
82473,13844,2078,2024-03-02 05:09:00,809,149,0,660,Delivered,UPI,False,SPECIAL_2078,2024-03-02 05:09:00,2024-05-08 10:21:56.000000
82474,13844,2078,2024-03-15 01:26:00,2896,311,0,2585,Delivered,Cash,False,FESTIVAL_2078,2024-03-15 01:26:00,2024-09-22 05:01:43.000000
82475,3639,966,2025-05-02 02:31:00,751,0,0,751,In Transit,Cash,True,,2025-05-02 02:31:00,2025-05-02 02:31:00.108715
82476,3639,1000,2025-05-15 13:18:00,2620,301,0,2319,Delivered,Cash,False,FESTIVAL_1000,2025-05-15 13:18:00,2025-05-15 13:18:00.049893
82477,3639,966,2025-05-14 00:26:00,1524,216,0,1308,Delivered,UPI,False,WEEKEND_966,2025-05-14 00:26:00,2025-05-14 00:26:00.375939
82478,6498,1587,2024-08-21 21:19:00,3494,219,0,3275,Delivered,UPI,True,WEEKEND_1587,2024-08-21 21:19:00,2025-02-19 00:54:12.000000
82479,5513,1426,2024-11-24 04:24:00,2605,143,0,2462,Delivered,UPI,True,SPECIAL_1426,2024-11-24 04:24:00,2025-02-07 10:41:51.000000
82480,5513,1426,2024-08-29 16:09:00,2004,0,0,2004,Delivered,UPI,False,,2024-08-29 16:09:00,2024-09-13 02:53:06.000000
82481,5513,1427,2024-11-24 20:41:00,1947,0,0,1947,Delivered,Cash,False,,2024-11-24 20:41:00,2025-03-19 09:44:33.000000
82482,5513,1427,2024-09-01 15:02:00,891,148,0,743,Delivered,UPI,False,SPECIAL_1427,2024-09-01 15:02:00,2025-01-24 15:19:04.000000
82483,5513,1427,2024-10-17 16:57:00,1366,0,0,1366,Canceled,UPI,False,,2024-10-17 16:57:00,2024-11-13 23:50:02.000000
82484,5513,1428,2024-09-05 19:36:00,1976,296,0,1680,Delivered,Cash,False,FESTIVAL_1428,2024-09-05 19:36:00,2025-03-05 09:20:18.000000
82485,5513,1428,2024-11-05 23:37:00,1105,210,0,895,Delivered,Cash,False,WEEKEND_1428,2024-11-05 23:37:00,2025-02-19 16:37:54.000000
82486,13740,2419,2022-08-09 02:38:00,3434,303,0,3131,Delivered,Cash,True,FESTIVAL_2419,2022-08-09 02:38:00,2022-10-02 16:01:21.000000
82487,13740,1428,2024-08-09 17:31:00,1555,0,0,1555,Delivered,UPI,False,,2024-08-09 17:31:00,2024-08-23 16:34:07.000000
82488,13740,1610,2025-05-27 22:00:00,1339,219,0,1120,Delivered,UPI,False,WEEKEND_1610,2025-05-27 22:00:00,2025-05-27 22:00:00.849675
82489,13740,2419,2022-07-07 02:39:00,4230,303,0,3927,Delivered,UPI,False,FESTIVAL_2419,2022-07-07 02:39:00,2024-07-10 00:51:35.000000
82490,13740,1427,2024-08-01 16:41:00,1286,148,0,1138,Delivered,UPI,False,SPECIAL_1427,2024-08-01 16:41:00,2025-04-23 06:07:31.000000
82491,13740,2419,2022-06-21 21:06:00,284,0,65,349,Delivered,UPI,False,,2022-06-21 21:06:00,2023-02-27 21:25:30.000000
82492,6307,299,2024-12-14 01:47:00,3461,145,0,3316,Delivered,UPI,True,SPECIAL_299,2024-12-14 01:47:00,2024-12-28 08:07:46.000000
82493,6307,299,2025-03-02 17:24:00,3136,145,0,2991,Delivered,UPI,False,SPECIAL_299,2025-03-02 17:24:00,2025-04-17 05:57:38.000000
82494,6307,325,2024-12-24 15:01:00,1305,0,0,1305,Canceled,UPI,False,,2024-12-24 15:01:00,2025-04-23 14:59:50.000000
82495,6307,323,2025-01-18 14:55:00,978,0,0,978,Failed,UPI,False,,2025-01-18 14:55:00,2025-03-11 04:35:58.000000
82496,6307,332,2025-01-30 00:50:00,1239,214,0,1025,Delivered,UPI,False,WEEKEND_332,2025-01-30 00:50:00,2025-02-27 15:07:07.000000
82497,6307,323,2024-12-23 17:36:00,2537,82,0,2455,Delivered,UPI,False,UPISAVE_323,2024-12-23 17:36:00,2025-01-04 17:03:51.000000
82498,6307,325,2025-02-07 14:53:00,265,0,60,325,Delivered,UPI,False,,2025-02-07 14:53:00,2025-02-08 05:18:02.000000
82500,13555,1916,2023-05-10 14:48:00,3864,293,0,3571,Delivered,DebitCard,False,FESTIVAL_1916,2023-05-10 14:48:00,2024-04-23 00:28:04.000000
82501,13555,1908,2023-05-05 08:23:00,2476,180,0,2296,Delivered,UPI,False,WEEKEND_1908,2023-05-05 08:23:00,2024-04-28 00:06:45.000000
82503,17935,1386,2025-07-07 00:17:00,748,138,0,610,In Transit,UPI,True,SPECIAL_1386,2025-07-07 00:17:00,2025-07-07 00:17:00.412771
82504,17935,1411,2025-07-17 20:46:00,2138,274,0,1864,Delivered,Cash,False,FESTIVAL_1411,2025-07-17 20:46:00,2025-07-17 20:46:00.119174
82505,17935,1390,2025-06-01 19:47:00,622,0,0,622,In Transit,UPI,False,,2025-06-01 19:47:00,2025-06-01 19:47:00.355387
82506,16098,68,2024-12-20 22:39:00,4084,191,0,3893,Delivered,Cash,True,WEEKEND_68,2024-12-20 22:39:00,2025-02-19 20:27:23.000000
82507,16098,68,2024-11-25 06:26:00,4025,0,0,4025,Delivered,UPI,False,,2024-11-25 06:26:00,2025-02-09 14:45:05.000000
82510,16098,64,2025-01-18 23:52:00,442,0,46,488,Delivered,UPI,False,,2025-01-18 23:52:00,2025-02-09 01:43:31.000000
82517,7325,368,2025-05-19 12:35:00,1466,0,0,1466,Delivered,UPI,True,,2025-05-19 12:35:00,2025-05-19 12:35:00.823900
82518,7325,369,2025-06-13 19:26:00,558,0,37,595,Delivered,UPI,False,,2025-06-13 19:26:00,2025-06-13 19:26:00.234226
82519,7325,368,2025-05-06 15:03:00,911,0,0,911,Preparing,Cash,False,,2025-05-06 15:03:00,2025-05-06 15:03:00.804899
82520,7325,368,2025-05-25 16:17:00,616,0,0,616,Delivered,UPI,False,,2025-05-25 16:17:00,2025-05-25 16:17:00.009300
82521,7325,368,2025-03-22 12:32:00,1509,193,0,1316,Delivered,UPI,False,WEEKEND_368,2025-03-22 12:32:00,2025-04-23 01:39:13.000000
82522,7325,368,2025-06-11 15:35:00,2336,193,0,2143,Preparing,Cash,False,WEEKEND_368,2025-06-11 15:35:00,2025-06-11 15:35:00.931401
82523,7325,368,2025-04-02 17:36:00,2463,0,0,2463,Delivered,UPI,False,,2025-04-02 17:36:00,2025-04-19 13:32:34.000000
82524,2845,1602,2025-04-28 23:08:00,2174,308,0,1866,Delivered,CreditCard,True,FESTIVAL_1602,2025-04-28 23:08:00,2025-04-28 23:08:00.191963
82525,2845,1587,2025-02-20 01:03:00,3146,219,0,2927,Delivered,UPI,False,WEEKEND_1587,2025-02-20 01:03:00,2025-04-12 13:23:40.000000
82526,2845,1638,2025-04-23 01:59:00,919,0,0,919,Canceled,Cash,False,,2025-04-23 01:59:00,2025-04-23 05:25:22.000000
